step,t,atom_id,mol_id,x,y,z,S_i,S_avg,c_label
1,13000000,5961,40.0,15.7235,3.76509,0.976164,-7.009,-5.059,0
1,13000000,5962,40.0,16.0875,3.68875,1.07613,-9.214,-5.066,0
1,13000000,6734,45.0,6.42242,15.9632,7.58592,-4.2,-5.279,0
1,13000000,6733,45.0,6.27084,15.8157,7.91732,-7.34,-5.284,0
1,13000000,5963,40.0,0.402108,3.94858,0.902355,-4.384,-5.096,0
1,13000000,5910,40.0,7.13735,7.42379,13.3185,-6.259,-5.465,0
1,13000000,6724,45.0,6.9761,13.2919,7.58854,-3.781,-4.862,0
1,13000000,5913,40.0,6.78344,8.05544,13.7373,-4.859,-5.464,0
1,13000000,6680,45.0,13.6342,15.4092,9.43167,-7.854,-5.92,1
1,13000000,1555,11.0,13.9624,14.7192,6.15209,-4.847,-5.525,0
1,13000000,6731,45.0,6.23669,15.3037,8.32755,-7.969,-5.177,0
1,13000000,6732,45.0,6.4561,15.4949,8.06056,-7.509,-5.226,0
1,13000000,6630,45.0,7.49551,10.3391,7.83718,-4.566,-5.055,0
1,13000000,2418,17.0,1.33217,0.490682,7.47022,-6.715,-5.233,0
1,13000000,4213,29.0,4.55429,6.33369,15.7653,-10.925,-5.114,0
1,13000000,2419,17.0,1.60996,16.1904,7.37331,-6.589,-5.234,0
1,13000000,4792,32.0,10.9993,7.9897,3.37471,-6.194,-5.134,0
1,13000000,4206,29.0,4.71243,4.32149,15.1961,-6.547,-5.239,0
1,13000000,282,2.0,15.556,4.44218,2.01115,-6.265,-5.14,0
1,13000000,2107,15.0,8.59145,5.94991,5.73937,-10.054,-7.613,1
1,13000000,4208,29.0,4.77408,4.96033,15.1393,-8.756,-5.224,0
1,13000000,4212,29.0,4.57205,6.15721,15.4217,-5.978,-5.125,0
1,13000000,4211,29.0,4.69768,5.78187,15.4063,-3.481,-5.072,0
1,13000000,4210,29.0,4.79908,5.62709,15.0565,-4.561,-5.155,0
1,13000000,4209,29.0,4.97996,5.27509,15.0127,-4.595,-5.174,0
1,13000000,2108,15.0,8.63896,5.57244,5.66801,-9.698,-7.504,1
1,13000000,6631,45.0,7.85766,10.3173,8.00577,-5.705,-5.116,0
1,13000000,5868,40.0,13.9424,12.3725,9.93711,-5.476,-5.093,0
1,13000000,2420,17.0,1.97989,0.399089,7.32938,-3.764,-5.301,0
1,13000000,2421,17.0,2.25273,16.0492,7.31105,-9.016,-5.216,0
1,13000000,2422,17.0,2.60372,16.1862,7.35936,-7.291,-5.255,0
1,13000000,2423,17.0,2.90767,15.9539,7.26096,-3.568,-5.255,0
1,13000000,5542,37.0,10.4418,15.5903,5.54621,-5.709,-6.188,0
1,13000000,6632,45.0,7.9351,10.0125,8.228,-4.033,-5.438,0
1,13000000,3566,24.0,0.540209,11.8265,15.2599,-4.186,-5.124,0
1,13000000,5921,40.0,7.42554,8.88905,15.6064,-6.557,-5.352,0
1,13000000,5957,40.0,14.5399,3.49007,0.852275,-5.065,-5.077,0
1,13000000,5956,40.0,14.3865,3.28546,0.558707,-6.552,-5.102,0
1,13000000,5951,40.0,12.8899,3.90736,0.382579,-6.046,-5.064,0
1,13000000,5952,40.0,13.2918,3.899,0.434267,-4.662,-5.094,0
1,13000000,5953,40.0,13.4541,3.54546,0.499664,-3.699,-5.105,0
1,13000000,5954,40.0,13.8408,3.55353,0.524745,-9.623,-5.118,0
1,13000000,5955,40.0,14.0091,3.21644,0.546799,-5.169,-5.214,0
1,13000000,5919,40.0,7.32263,8.98307,14.981,-5.224,-5.334,0
1,13000000,2424,17.0,3.25459,16.108,7.30445,-3.687,-5.288,0
1,13000000,5920,40.0,7.17664,8.83993,15.3086,-4.352,-5.37,0
1,13000000,289,2.0,13.4593,5.31102,2.03755,-5.085,-5.35,0
1,13000000,2106,15.0,8.21761,6.07768,5.73854,-12.097,-7.412,1
1,13000000,6735,45.0,6.20968,0.310474,7.39952,-4.466,-5.361,0
1,13000000,8544,57.0,2.36825,3.7861,12.1057,-6.415,-5.189,0
1,13000000,2114,15.0,10.0551,4.31311,5.30444,-10.046,-7.13,1
1,13000000,6678,45.0,13.3314,15.9377,9.63767,-7.397,-6.374,1
1,13000000,2109,15.0,9.00818,5.50196,5.63221,-10.841,-7.589,1
1,13000000,4793,32.0,11.0926,7.83663,3.02405,-5.676,-5.131,0
1,13000000,5950,40.0,12.7403,4.25616,0.348955,-5.554,-5.072,0
1,13000000,8542,57.0,1.75855,4.03648,12.1683,-4.653,-5.265,0
1,13000000,8543,57.0,1.99918,3.73285,12.2471,-5.661,-5.229,0
1,13000000,2110,15.0,9.08105,5.14257,5.52831,-7.215,-7.436,1
1,13000000,2113,15.0,9.9794,4.70054,5.36625,-7.727,-7.252,1
1,13000000,2112,15.0,9.58728,4.74815,5.41963,-8.828,-7.343,1
1,13000000,2111,15.0,9.46272,5.12141,5.45142,-11.876,-7.564,1
1,13000000,2076,14.0,2.16087,8.64557,8.50204,-5.709,-5.301,0
1,13000000,2074,14.0,1.98848,8.13856,8.86698,-7.532,-5.472,0
1,13000000,8541,57.0,1.39285,3.95536,12.2671,-3.925,-5.218,0
1,13000000,8540,57.0,1.1735,4.25936,12.179,-4.15,-5.352,0
1,13000000,2075,14.0,2.23536,8.27698,8.60541,-5.289,-5.433,0
1,13000000,8539,57.0,0.796902,4.19908,12.2658,-2.627,-5.295,0
1,13000000,6629,45.0,7.48642,10.5401,7.51715,-3.527,-5.001,0
1,13000000,8914,60.0,6.39254,15.095,6.75018,-5.489,-5.321,0
1,13000000,6736,45.0,6.31409,0.374306,7.02693,-5.186,-5.381,0
1,13000000,6730,45.0,6.38606,14.9557,8.40309,-5.341,-5.161,0
1,13000000,6628,45.0,7.14945,10.5346,7.31954,-4.003,-4.87,0
1,13000000,2425,17.0,3.57576,15.9068,7.22656,-4.681,-5.309,0
1,13000000,5914,40.0,6.78286,8.45577,13.6825,-3.816,-5.381,0
1,13000000,8912,60.0,6.83534,14.9386,7.16023,-4.128,-5.185,0
1,13000000,6726,45.0,6.74835,13.8656,7.80287,-6.383,-4.924,0
1,13000000,6627,45.0,7.13456,10.7758,7.00316,-5.974,-4.815,0
1,13000000,2071,14.0,2.22761,7.13657,8.7744,-4.52,-5.437,0
1,13000000,2073,14.0,2.14526,7.7769,8.94084,-4.811,-5.467,0
1,13000000,6728,45.0,6.55657,14.3777,8.1065,-3.866,-5.087,0
1,13000000,5916,40.0,6.77155,8.50971,14.3388,-3.724,-5.356,0
1,13000000,4207,29.0,4.93301,4.60598,15.075,-5.003,-5.212,0
1,13000000,5965,40.0,0.987413,4.24102,0.865685,-4.846,-5.174,0
1,13000000,6682,45.0,13.8503,14.8502,9.18624,-4.208,-5.741,1
1,13000000,6626,45.0,6.88709,10.6638,6.7125,-4.926,-4.864,0
1,13000000,2410,17.0,16.047,2.23029,6.86295,-3.28,-5.173,0
1,13000000,2609,18.0,9.74833,14.89,3.64564,-12.618,-5.869,0
1,13000000,4181,28.0,8.91549,9.45543,6.97659,-5.159,-5.536,0
1,13000000,4180,28.0,9.18779,9.35363,6.69826,-9.085,-5.572,0
1,13000000,4179,28.0,9.43656,9.06162,6.7912,-6.424,-5.724,0
1,13000000,2610,18.0,9.69377,15.1987,3.41072,-4.796,-5.825,0
1,13000000,8497,57.0,15.3475,5.09502,15.1217,-4.719,-5.131,0
1,13000000,8499,57.0,15.7888,5.48972,15.3203,-3.375,-5.18,0
1,13000000,2608,18.0,9.50818,14.8408,3.94934,-5.156,-5.87,0
1,13000000,8498,57.0,15.7179,5.11737,15.238,-2.801,-5.146,0
1,13000000,8496,57.0,15.22,5.34426,14.8508,-3.493,-5.133,0
1,13000000,2607,18.0,9.53226,15.1282,4.21909,-3.615,-5.941,0
1,13000000,6117,41.0,12.4533,6.84301,9.68259,-4.052,-5.727,0
1,13000000,2330,16.0,3.81566,14.9629,13.287,-3.808,-5.239,0
1,13000000,4178,28.0,9.74795,9.05013,6.56474,-3.815,-5.711,0
1,13000000,4177,28.0,9.95311,9.37645,6.57394,-3.48,-5.571,0
1,13000000,1120,8.0,10.8953,4.01056,7.23074,-9.639,-8.408,1
1,13000000,5409,37.0,10.1541,8.21369,12.8325,-4.107,-5.108,0
1,13000000,6874,46.0,13.0108,13.354,13.2518,-4.784,-5.242,0
1,13000000,1059,8.0,14.961,12.7918,13.4583,-3.85,-5.173,0
1,13000000,1060,8.0,15.1167,12.7827,13.8205,-5.44,-5.268,0
1,13000000,2867,20.0,2.30265,15.3365,2.04652,-3.976,-5.005,0
1,13000000,1061,8.0,15.2985,13.0973,13.9818,-3.206,-5.227,0
1,13000000,6875,46.0,13.1034,13.497,12.8953,-3.999,-5.407,0
1,13000000,6876,46.0,13.0958,13.884,12.8976,-7.727,-5.539,0
1,13000000,2868,20.0,2.36898,15.5922,2.32022,-3.709,-5.002,0
1,13000000,1062,8.0,15.4279,13.021,14.3466,-5.291,-5.065,0
1,13000000,2866,20.0,2.25726,14.9672,2.18525,-3.426,-5.081,0
1,13000000,1779,12.0,11.3434,4.06262,4.14257,-5.936,-6.542,1
1,13000000,2865,20.0,2.16839,14.7225,1.87484,-10.068,-5.059,0
1,13000000,2864,20.0,2.39159,14.7901,1.55072,-6.476,-5.018,0
1,13000000,2871,20.0,2.58465,0.65412,2.20921,-6.435,-5.042,0
1,13000000,2869,20.0,2.38748,15.957,2.17636,-5.881,-4.921,0
1,13000000,1624,11.0,10.1341,9.67651,10.2148,-3.56,-5.162,0
1,13000000,1063,8.0,15.5992,12.6723,14.4172,-4.103,-5.157,0
1,13000000,1064,8.0,15.7202,12.6218,14.7798,-4.32,-5.089,0
1,13000000,6873,46.0,12.935,12.9762,13.2515,-6.21,-5.223,0
1,13000000,6872,46.0,12.769,12.8388,13.583,-4.948,-5.202,0
1,13000000,1068,8.0,16.2137,13.2131,15.8237,-4.451,-5.08,0
1,13000000,1621,11.0,9.41595,10.3612,9.98195,-3.686,-5.0,0
1,13000000,1058,8.0,15.1835,12.9055,13.1652,-3.764,-5.143,0
1,13000000,3033,21.0,15.5672,7.8137,15.5758,-4.753,-5.229,0
1,13000000,3032,21.0,15.8885,7.77968,15.8055,-5.061,-5.192,0
1,13000000,3034,21.0,15.2538,7.7486,15.7939,-4.424,-5.242,0
1,13000000,3035,21.0,15.1734,7.39342,15.9389,-5.278,-5.239,0
1,13000000,3031,21.0,16.2196,7.82427,15.5838,-6.364,-5.146,0
1,13000000,6116,41.0,12.6981,6.6634,9.43928,-5.252,-5.693,0
1,13000000,758,6.0,3.24471,6.83924,3.49652,-5.605,-5.304,0
1,13000000,4176,28.0,10.2992,9.34816,6.39493,-7.342,-5.498,0
1,13000000,760,6.0,3.67591,6.58788,3.11272,-3.705,-5.148,0
1,13000000,3030,21.0,0.623239,7.86022,15.7663,-5.234,-5.187,0
1,13000000,1625,11.0,10.5133,9.66525,10.1542,-4.59,-5.21,0
1,13000000,7141,48.0,2.59632,14.2771,15.351,-4.12,-4.999,0
1,13000000,2329,16.0,3.95003,14.908,13.6462,-3.79,-5.271,0
1,13000000,3029,21.0,0.941693,7.8846,15.5534,-5.186,-5.198,0
1,13000000,1783,12.0,10.2763,4.75087,4.34568,-6.676,-6.472,1
1,13000000,761,6.0,3.79866,6.50426,2.74331,-4.706,-5.002,0
1,13000000,8495,57.0,14.8532,5.27457,14.7844,-4.033,-5.067,0
1,13000000,1782,12.0,10.547,4.66375,4.07816,-6.522,-6.356,1
1,13000000,6871,46.0,12.744,12.4556,13.5354,-4.017,-5.245,0
1,13000000,1620,11.0,9.03054,10.4274,10.0441,-3.799,-4.975,0
1,13000000,4186,28.0,8.68498,10.9103,6.88167,-4.427,-5.052,0
1,13000000,759,6.0,3.31137,6.74102,3.13861,-6.31,-5.22,0
1,13000000,1127,8.0,9.26508,5.62287,7.43944,-7.597,-8.637,1
1,13000000,1781,12.0,10.7709,4.35381,4.18291,-7.262,-6.387,1
1,13000000,7820,53.0,7.41498,15.5342,2.08235,-6.941,-5.58,0
1,13000000,7819,53.0,7.73522,15.7533,2.10956,-4.578,-5.39,0
1,13000000,7818,53.0,7.70155,16.1109,2.25697,-6.651,-5.505,0
1,13000000,7816,53.0,7.39935,0.740577,2.23335,-4.317,-5.587,0
1,13000000,7817,53.0,7.50947,0.427802,2.03024,-7.6,-5.529,0
1,13000000,2606,18.0,9.43915,14.995,4.5785,-3.893,-5.845,0
1,13000000,2863,20.0,2.27607,14.6506,1.20017,-6.241,-4.989,0
1,13000000,7821,53.0,7.52368,15.1928,1.93411,-3.79,-5.5,0
1,13000000,1618,11.0,8.55864,10.8814,9.83727,-6.352,-4.955,0
1,13000000,4187,28.0,9.03489,11.0674,6.80433,-4.177,-5.068,0
1,13000000,7815,53.0,7.1862,1.00677,2.05528,-4.726,-5.627,0
1,13000000,1119,8.0,10.9761,3.68156,7.03178,-6.78,-8.324,1
1,13000000,2343,16.0,1.47538,0.835322,13.8433,-6.244,-4.849,0
1,13000000,7807,53.0,5.73831,2.74152,2.10424,-6.985,-5.32,0
1,13000000,2870,20.0,2.49777,0.328845,2.39793,-6.398,-4.906,0
1,13000000,4182,28.0,8.73609,9.79288,6.89435,-3.149,-5.458,0
1,13000000,4183,28.0,8.50574,9.93978,7.16968,-3.0,-5.404,0
1,13000000,6877,46.0,13.2327,14.058,12.5722,-3.947,-5.556,0
1,13000000,5411,37.0,9.63125,8.47918,13.1206,-3.743,-5.129,0
1,13000000,5412,37.0,9.53276,8.77229,12.8714,-2.568,-5.063,0
1,13000000,6115,41.0,13.03,6.85298,9.36559,-4.005,-5.631,0
1,13000000,767,6.0,4.59613,7.85297,1.90605,-3.679,-4.944,0
1,13000000,4184,28.0,8.40066,10.3193,7.09011,-3.641,-5.092,0
1,13000000,4185,28.0,8.71254,10.5321,6.97866,-4.191,-5.032,0
1,13000000,765,6.0,4.25807,7.32042,2.03708,-5.957,-5.096,0
1,13000000,764,6.0,3.98967,7.04108,1.91989,-5.662,-5.185,0
1,13000000,763,6.0,3.93456,6.74518,2.16753,-4.562,-5.056,0
1,13000000,766,6.0,4.39294,7.55912,1.75245,-4.703,-5.044,0
1,13000000,3027,21.0,1.59533,7.99956,15.6412,-5.751,-5.237,0
1,13000000,3957,27.0,12.4228,3.52861,1.46605,-8.825,-5.471,0
1,13000000,768,6.0,4.75271,8.08629,1.63905,-5.101,-5.016,0
1,13000000,2321,16.0,5.62594,13.3669,13.5264,-5.301,-5.26,0
1,13000000,769,6.0,4.87905,8.41456,1.80795,-4.046,-5.021,0
1,13000000,1121,8.0,10.5611,4.18265,7.12877,-6.485,-8.504,1
1,13000000,3021,21.0,2.7094,8.75084,15.7773,-7.535,-5.316,0
1,13000000,8494,57.0,14.7033,5.41864,14.463,-6.486,-5.061,0
1,13000000,1067,8.0,0.340995,13.1585,15.4416,-5.93,-5.133,0
1,13000000,3026,21.0,1.77633,7.68623,15.512,-3.812,-5.215,0
1,13000000,3025,21.0,2.13812,7.78201,15.4085,-4.444,-5.203,0
1,13000000,1066,8.0,16.0672,12.8519,15.3054,-4.427,-5.099,0
1,13000000,1623,11.0,9.95854,9.97813,10.026,-6.176,-5.083,0
1,13000000,7812,53.0,6.99026,1.71043,1.96181,-6.082,-5.493,0
1,13000000,3024,21.0,2.29612,8.0359,15.6628,-4.381,-5.253,0
1,13000000,7809,53.0,6.28883,2.42463,2.02861,-4.499,-5.342,0
1,13000000,7808,53.0,6.02421,2.53404,2.29205,-3.761,-5.378,0
1,13000000,7810,53.0,6.56027,2.16181,2.17279,-4.443,-5.406,0
1,13000000,3023,21.0,2.67674,8.1243,15.6061,-3.374,-5.258,0
1,13000000,7811,53.0,6.7215,1.97682,1.87551,-5.059,-5.355,0
1,13000000,1065,8.0,16.0202,12.8466,14.9169,-4.0,-5.089,0
1,13000000,1780,12.0,11.0717,4.26255,3.94122,-7.209,-6.303,1
1,13000000,7813,53.0,7.13035,1.50834,1.64115,-3.739,-5.44,0
1,13000000,3022,21.0,2.86727,8.38931,15.8216,-5.456,-5.23,0
1,13000000,5413,37.0,9.37509,9.08713,13.0495,-3.857,-5.047,0
1,13000000,1125,8.0,9.69571,5.12828,7.41163,-9.583,-8.775,1
1,13000000,1123,8.0,10.1337,4.65046,7.29257,-8.893,-8.669,1
1,13000000,8950,60.0,15.3784,11.464,3.93595,-6.821,-5.27,0
1,13000000,2611,18.0,9.91303,15.1835,3.09476,-6.757,-5.785,0
1,13000000,8949,60.0,15.6118,11.6896,4.13826,-4.511,-5.253,0
1,13000000,1617,11.0,8.35541,10.9741,9.50696,-5.858,-4.971,0
1,13000000,1069,8.0,0.47011,13.5181,15.9928,-4.103,-5.011,0
1,13000000,4188,28.0,9.02837,11.451,6.73548,-6.056,-4.981,0
1,13000000,6118,41.0,12.0933,6.71195,9.67254,-5.657,-5.995,0
1,13000000,7142,48.0,2.45891,14.5725,15.1274,-4.142,-4.908,0
1,13000000,762,6.0,3.85498,6.84002,2.54388,-5.575,-5.055,0
1,13000000,2345,16.0,0.878622,1.07903,13.8492,-6.135,-4.896,0
1,13000000,2328,16.0,4.15334,14.5845,13.7403,-4.215,-5.296,0
1,13000000,3028,21.0,1.24499,7.94654,15.7883,-4.881,-5.201,0
1,13000000,2344,16.0,1.25506,1.11787,13.957,-6.614,-4.928,0
1,13000000,2327,16.0,4.52823,14.5631,13.6436,-3.479,-5.396,0
1,13000000,7814,53.0,7.35836,1.21736,1.76929,-3.402,-5.461,0
1,13000000,2322,16.0,5.32902,13.1417,13.4187,-3.913,-5.279,0
1,13000000,2323,16.0,5.00961,13.3522,13.3958,-6.309,-5.317,0
1,13000000,2326,16.0,4.70475,14.2383,13.7793,-6.247,-5.406,0
1,13000000,2325,16.0,4.68252,13.9577,13.5191,-4.395,-5.453,0
1,13000000,2324,16.0,4.95449,13.697,13.5994,-6.631,-5.287,0
1,13000000,8948,60.0,15.6513,11.6256,4.51467,-7.725,-5.225,0
1,13000000,1122,8.0,10.5155,4.52449,7.30114,-10.457,-8.636,1
1,13000000,1126,8.0,9.63181,5.49827,7.49307,-12.732,-8.635,1
1,13000000,1124,8.0,10.0772,5.01574,7.44441,-10.755,-8.672,1
1,13000000,1619,11.0,8.89101,10.6826,9.77138,-6.844,-5.006,0
1,13000000,6119,41.0,11.8424,6.90219,9.91924,-8.055,-5.916,0
1,13000000,1622,11.0,9.59169,10.0528,10.1531,-4.523,-5.069,0
1,13000000,757,6.0,2.92303,7.06339,3.53361,-3.69,-5.343,0
1,13000000,2346,16.0,0.624018,1.33449,14.0051,-4.502,-5.105,0
1,13000000,1128,8.0,9.19875,5.99064,7.59344,-12.645,-8.654,1
1,13000000,755,6.0,2.57245,7.44748,3.89696,-5.979,-5.329,0
1,13000000,8947,60.0,15.9109,11.9007,4.64516,-5.032,-5.261,0
1,13000000,2862,20.0,2.50756,14.7486,0.904881,-4.26,-4.986,0
1,13000000,7137,48.0,3.23502,13.152,15.3709,-6.643,-5.212,0
1,13000000,7136,48.0,3.36801,12.8279,15.1986,-5.134,-5.236,0
1,13000000,7138,48.0,3.04183,13.3809,15.1309,-4.135,-5.127,0
1,13000000,7135,48.0,3.57182,12.6359,15.4682,-6.459,-5.143,0
1,13000000,7134,48.0,3.67448,12.2821,15.3448,-5.405,-5.138,0
1,13000000,2318,16.0,6.38065,13.0758,12.9147,-6.758,-5.036,0
1,13000000,2316,16.0,6.71939,12.8775,12.3894,-5.368,-4.987,0
1,13000000,8938,60.0,2.18793,12.4139,5.60275,-8.962,-5.292,0
1,13000000,7133,48.0,3.77626,12.0234,15.6288,-4.097,-5.153,0
1,13000000,770,6.0,5.09422,8.61162,1.54836,-5.457,-5.096,0
1,13000000,2319,16.0,6.02843,13.1879,13.0418,-4.576,-5.18,0
1,13000000,7139,48.0,2.92636,13.7077,15.3282,-3.877,-5.06,0
1,13000000,8932,60.0,2.55927,14.0731,5.95149,-6.484,-5.303,0
1,13000000,8939,60.0,1.94533,12.4214,5.90569,-7.068,-5.173,0
1,13000000,8940,60.0,1.59399,12.3257,5.774,-4.255,-5.265,0
1,13000000,8851,60.0,8.89203,13.8549,4.04647,-7.815,-5.6,0
1,13000000,6660,45.0,10.3116,4.63395,10.4155,-8.217,-8.108,1
1,13000000,771,6.0,5.46596,8.51148,1.45052,-4.934,-5.127,0
1,13000000,2362,16.0,1.18764,1.9221,0.59669,-7.308,-5.197,0
1,13000000,8597,58.0,3.1071,6.92577,5.5118,-6.548,-5.451,0
1,13000000,2317,16.0,6.36895,12.9658,12.5262,-5.104,-5.169,0
1,13000000,2314,16.0,6.60931,12.9058,11.7394,-5.087,-5.034,0
1,13000000,2315,16.0,6.70113,12.6722,12.05,-4.161,-5.023,0
1,13000000,1627,11.0,11.0274,9.25897,10.1893,-5.669,-5.183,0
1,13000000,7805,53.0,5.19698,3.02401,2.10781,-5.329,-5.315,0
1,13000000,2313,16.0,6.47125,12.7122,11.4264,-9.066,-5.117,0
1,13000000,1116,8.0,11.7263,3.02319,7.16636,-10.009,-7.928,1
1,13000000,1113,8.0,12.215,2.13467,7.00552,-6.967,-7.662,1
1,13000000,1112,8.0,12.5765,2.04339,6.91304,-8.858,-7.323,1
1,13000000,1111,8.0,12.6345,1.66212,6.82662,-8.384,-7.268,1
1,13000000,1114,8.0,12.1406,2.48883,7.12706,-8.618,-7.62,1
1,13000000,1115,8.0,11.8237,2.68577,6.99706,-8.528,-7.87,1
1,13000000,2354,16.0,15.3499,2.84605,15.514,-3.945,-5.106,0
1,13000000,1117,8.0,11.4071,3.20231,7.00703,-7.908,-8.177,1
1,13000000,2353,16.0,15.5866,2.56279,15.4015,-2.951,-5.287,0
1,13000000,7804,53.0,4.83362,3.04202,2.27237,-5.102,-5.249,0
1,13000000,1302,9.0,6.64667,11.6494,16.0452,-9.968,-5.302,0
1,13000000,6661,45.0,10.6283,4.43363,10.4914,-7.922,-7.875,1
1,13000000,2355,16.0,15.2875,2.88309,15.8996,-5.26,-5.075,0
1,13000000,6114,41.0,13.2507,6.83299,9.6893,-5.646,-5.558,0
1,13000000,8945,60.0,0.31617,12.1187,5.17069,-3.789,-5.193,0
1,13000000,2311,16.0,6.14476,12.7249,10.8655,-3.558,-5.238,0
1,13000000,7140,48.0,2.67128,13.9427,15.1476,-5.966,-4.982,0
1,13000000,772,6.0,5.61739,8.74605,1.16116,-5.245,-5.108,0
1,13000000,8941,60.0,1.28928,12.3472,6.02052,-5.915,-5.234,0
1,13000000,8942,60.0,0.983698,12.1327,5.91871,-6.228,-5.192,0
1,13000000,8943,60.0,0.764866,12.2749,5.62692,-7.749,-5.253,0
1,13000000,5990,40.0,4.92044,2.2792,15.7189,-6.994,-5.449,0
1,13000000,5991,40.0,4.92496,2.04019,15.4195,-4.651,-5.444,0
1,13000000,5989,40.0,5.28549,2.35225,15.8564,-5.729,-5.514,0
1,13000000,5992,40.0,4.56901,2.04157,15.2436,-4.284,-5.407,0
1,13000000,8944,60.0,0.468445,12.0208,5.51396,-3.965,-5.174,0
1,13000000,5988,40.0,5.34356,2.70428,16.0085,-4.046,-5.355,0
1,13000000,8290,56.0,13.4031,15.0395,15.7485,-6.006,-5.454,0
1,13000000,7806,53.0,5.41358,2.76094,2.31094,-5.666,-5.267,0
1,13000000,6109,41.0,13.5272,8.21017,10.0514,-4.428,-5.49,0
1,13000000,2348,16.0,15.9929,1.62699,14.0491,-8.454,-5.046,0
1,13000000,2350,16.0,15.8162,1.98599,14.5753,-3.653,-5.244,0
1,13000000,2320,16.0,5.96869,13.2221,13.4262,-5.146,-5.2,0
1,13000000,4805,33.0,12.0454,7.79808,6.67753,-8.902,-5.87,0
1,13000000,2351,16.0,15.7993,2.08286,14.9578,-4.233,-5.241,0
1,13000000,2352,16.0,15.6814,2.46301,15.0245,-3.636,-5.273,0
1,13000000,6110,41.0,13.83,8.06215,9.84859,-8.77,-5.404,0
1,13000000,6111,41.0,13.8654,7.66515,9.86448,-9.037,-5.421,0
1,13000000,4804,33.0,12.4033,7.6722,6.56225,-5.84,-5.7,0
1,13000000,4803,33.0,12.4155,7.30023,6.44358,-3.843,-5.83,0
1,13000000,6112,41.0,13.5404,7.4546,9.76165,-7.469,-5.431,0
1,13000000,2349,16.0,16.0104,1.67761,14.4335,-3.511,-5.225,0
1,13000000,4806,33.0,11.9186,7.58405,6.98354,-3.31,-5.888,0
1,13000000,6113,41.0,13.5767,7.05776,9.68941,-5.557,-5.416,0
1,13000000,4802,33.0,12.158,7.22034,6.16253,-6.235,-5.732,0
1,13000000,3019,21.0,2.87075,9.40091,15.7428,-5.132,-5.349,0
1,13000000,8299,56.0,14.4311,13.1697,0.708535,-6.552,-5.083,0
1,13000000,8460,57.0,1.24284,3.04834,11.363,-6.066,-5.033,0
1,13000000,5980,40.0,4.38196,4.94381,16.1277,-6.416,-5.167,0
1,13000000,8853,60.0,8.56391,14.1154,3.55897,-6.056,-5.555,0
1,13000000,7132,48.0,3.48879,11.7663,15.6684,-4.484,-5.24,0
1,13000000,8937,60.0,2.53519,12.5564,5.69777,-4.676,-5.255,0
1,13000000,3548,24.0,2.96169,11.927,11.7003,-6.45,-5.354,0
1,13000000,8936,60.0,2.51303,12.9178,5.85418,-4.143,-5.309,0
1,13000000,8935,60.0,2.85617,13.1019,5.91725,-4.416,-5.365,0
1,13000000,8934,60.0,2.7917,13.4548,6.0796,-5.588,-5.415,0
1,13000000,8933,60.0,2.63244,13.6994,5.82638,-4.072,-5.398,0
1,13000000,1298,9.0,6.58205,10.9124,1.14707,-2.609,-5.378,0
1,13000000,3547,24.0,3.20176,12.204,11.5741,-4.368,-5.403,0
1,13000000,3546,24.0,3.05197,12.4282,11.2915,-3.447,-5.468,0
1,13000000,3545,24.0,3.32858,12.6542,11.1471,-5.195,-5.541,0
1,13000000,3544,24.0,3.21221,12.9075,10.8658,-5.83,-5.589,0
1,13000000,8289,56.0,13.0951,14.8311,15.6367,-4.104,-5.441,0
1,13000000,3549,24.0,3.11811,11.7001,11.9784,-7.103,-5.455,0
1,13000000,8288,56.0,13.1438,14.6131,15.3103,-7.111,-5.43,0
1,13000000,3000,20.0,8.88392,5.05324,2.54004,-5.538,-5.234,0
1,13000000,3550,24.0,2.93727,11.363,12.0659,-5.474,-5.353,0
1,13000000,8295,56.0,13.9344,14.3513,0.859908,-7.652,-5.475,0
1,13000000,3543,24.0,3.48979,13.083,10.6598,-4.74,-5.615,0
1,13000000,8298,56.0,14.1743,13.3717,0.920773,-4.923,-5.326,0
1,13000000,2312,16.0,6.37304,12.9275,11.1148,-5.009,-5.089,0
1,13000000,1118,8.0,11.3134,3.54742,7.17886,-10.204,-8.172,1
1,13000000,8854,60.0,8.68125,14.4807,3.60219,-3.76,-5.707,0
1,13000000,8856,60.0,8.62114,15.1122,3.39527,-4.003,-5.794,0
1,13000000,1110,8.0,13.0108,1.58259,6.83294,-12.091,-6.872,1
1,13000000,2356,16.0,15.5795,2.74773,16.1439,-4.908,-5.161,0
1,13000000,2357,16.0,15.8819,2.98413,16.2185,-4.032,-5.098,0
1,13000000,2358,16.0,16.1931,2.83829,0.474598,-4.586,-5.113,0
1,13000000,2359,16.0,0.418502,2.51261,0.344521,-5.09,-5.259,0
1,13000000,2360,16.0,0.701856,2.35959,0.560475,-9.552,-5.28,0
1,13000000,2361,16.0,0.943526,2.13225,0.371485,-7.275,-5.247,0
1,13000000,8855,60.0,8.44375,14.7674,3.47606,-5.176,-5.861,0
1,13000000,2998,20.0,8.50751,5.59584,2.47672,-4.715,-5.119,0
1,13000000,6108,41.0,13.5069,8.61534,10.0389,-4.06,-5.425,0
1,13000000,5981,40.0,4.44012,4.6237,0.425783,-3.967,-5.225,0
1,13000000,7131,48.0,3.53959,11.5145,15.9631,-5.258,-5.219,0
