step,t,atom_id,mol_id,x,y,z,S_i,S_avg,c_label
1,13000000,1766,12.0,14.4801,1.99114,3.71426,-5.967,-5.243,0
1,13000000,6106,41.0,13.1298,9.12649,10.2348,-5.457,-5.333,0
1,13000000,1263,9.0,1.50414,5.92637,7.15875,-5.83,-5.5,0
1,13000000,8277,56.0,13.1821,12.0496,0.946731,-4.9,-5.236,0
1,13000000,325,3.0,15.8911,4.57755,3.95256,-3.742,-4.991,0
1,13000000,2923,20.0,15.5005,11.0028,13.9347,-4.389,-5.127,0
1,13000000,661,5.0,14.002,13.8008,6.73702,-5.165,-5.245,0
1,13000000,2925,20.0,15.9114,11.5188,13.8318,-6.774,-5.1,0
1,13000000,2924,20.0,15.8681,11.1461,13.9663,-8.403,-5.072,0
1,13000000,660,5.0,13.6419,13.897,6.85029,-5.494,-5.424,0
1,13000000,659,5.0,13.6358,14.2664,6.98842,-3.737,-5.573,0
1,13000000,657,5.0,13.2413,14.7607,7.1577,-4.164,-6.033,1
1,13000000,658,5.0,13.2676,14.3737,7.08712,-4.604,-5.754,1
1,13000000,1267,9.0,1.49502,7.07974,6.58443,-4.624,-5.663,0
1,13000000,320,3.0,15.2117,3.41938,3.69224,-5.228,-5.057,0
1,13000000,2922,20.0,15.453,10.6457,14.0874,-4.232,-5.089,0
1,13000000,8146,55.0,5.46242,5.70778,16.1409,-5.719,-5.233,0
1,13000000,8270,56.0,12.2697,11.27,2.85412,-5.672,-5.444,0
1,13000000,8271,56.0,12.4224,11.5724,2.65688,-4.851,-5.428,0
1,13000000,8282,56.0,13.644,12.935,16.0215,-4.132,-5.211,0
1,13000000,8265,56.0,12.4103,11.3549,4.43916,-3.97,-5.355,0
1,13000000,8141,55.0,6.07015,4.88946,1.46627,-5.881,-5.152,0
1,13000000,8142,55.0,5.85607,4.86631,1.1414,-3.382,-5.192,0
1,13000000,349,3.0,12.128,9.48808,7.16678,-7.683,-5.308,0
1,13000000,7028,47.0,11.3033,6.96222,5.16847,-4.916,-5.965,0
1,13000000,8280,56.0,13.1661,12.5466,0.292863,-7.454,-5.222,0
1,13000000,8275,56.0,12.8507,11.895,1.46989,-3.904,-5.343,0
1,13000000,8143,55.0,5.69867,5.21517,1.04753,-3.654,-5.172,0
1,13000000,8281,56.0,13.2739,12.796,15.9507,-5.961,-5.201,0
1,13000000,8272,56.0,12.4743,11.4456,2.28585,-8.442,-5.344,0
1,13000000,8279,56.0,13.4109,12.2268,0.338305,-2.73,-5.112,0
1,13000000,8276,56.0,12.9647,11.7793,1.11139,-6.088,-5.277,0
1,13000000,8273,56.0,12.561,11.7381,2.04511,-3.349,-5.307,0
1,13000000,8144,55.0,5.5527,5.2506,0.685466,-5.055,-5.187,0
1,13000000,1266,9.0,1.34208,6.85028,6.85976,-4.247,-5.663,0
1,13000000,8145,55.0,5.57013,5.63398,0.585342,-6.077,-5.212,0
1,13000000,1264,9.0,1.3004,6.23646,7.09254,-5.894,-5.517,0
1,13000000,322,3.0,15.5863,3.97579,3.56799,-5.738,-5.054,0
1,13000000,1269,9.0,1.46351,7.66057,6.26613,-5.901,-5.52,0
1,13000000,323,3.0,15.9563,4.08237,3.53409,-4.661,-5.036,0
1,13000000,319,3.0,14.8213,3.48171,3.66208,-4.391,-5.193,0
1,13000000,8264,56.0,12.6915,11.5567,4.61054,-6.512,-5.331,0
1,13000000,7025,47.0,11.091,7.55725,5.98442,-4.61,-6.008,1
1,13000000,6432,43.0,14.5116,5.82777,7.19903,-4.188,-5.584,0
1,13000000,1262,9.0,1.31452,5.68232,7.40425,-5.487,-5.461,0
1,13000000,8150,55.0,5.99483,6.90809,0.338588,-5.307,-5.207,0
1,13000000,1261,9.0,1.48978,5.32266,7.46035,-6.5,-5.445,0
1,13000000,7026,47.0,11.1141,7.42739,5.61864,-5.271,-5.967,1
1,13000000,8278,56.0,13.244,11.9564,0.57017,-4.831,-5.116,0
1,13000000,6436,43.0,14.1497,7.03877,7.44581,-5.735,-5.493,0
1,13000000,1260,9.0,1.24363,5.10621,7.68176,-5.744,-5.465,0
1,13000000,8135,55.0,5.9352,5.13605,3.39937,-7.312,-5.099,0
1,13000000,8134,55.0,6.27955,5.31646,3.50146,-4.099,-5.122,0
1,13000000,8136,55.0,5.81384,5.24382,3.03963,-4.54,-5.091,0
1,13000000,8133,55.0,6.36905,5.2215,3.87338,-3.085,-5.107,0
1,13000000,6003,41.0,14.3524,1.71443,13.5149,-6.153,-5.206,0
1,13000000,6004,41.0,14.2806,1.98392,13.7702,-4.361,-5.032,0
1,13000000,2991,20.0,7.02997,5.86093,1.65767,-4.451,-5.162,0
1,13000000,6005,41.0,14.0944,2.32446,13.6612,-4.257,-5.004,0
1,13000000,5735,39.0,6.48467,7.50853,0.995767,-7.085,-5.36,0
1,13000000,5736,39.0,6.41067,7.38007,1.36775,-3.615,-5.332,0
1,13000000,6002,41.0,14.6471,1.46952,13.5816,-8.566,-5.12,0
1,13000000,6001,41.0,14.6481,1.24904,13.2687,-5.851,-5.218,0
1,13000000,5639,38.0,13.8408,10.6494,6.38949,-3.74,-5.223,0
1,13000000,5734,39.0,6.73624,7.82171,0.982158,-7.387,-5.371,0
1,13000000,6514,44.0,14.2538,10.7601,8.94865,-4.126,-5.037,0
1,13000000,563,4.0,15.912,8.82999,0.592187,-4.58,-5.143,0
1,13000000,6512,44.0,14.487,11.3382,8.82704,-8.831,-4.989,0
1,13000000,3364,23.0,15.2481,9.53937,12.665,-3.686,-5.189,0
1,13000000,3366,23.0,14.8264,9.1455,12.9878,-5.344,-5.14,0
1,13000000,3367,23.0,14.5413,9.2301,12.7392,-5.963,-5.198,0
1,13000000,330,3.0,15.4711,5.69378,4.73961,-4.345,-5.101,0
1,13000000,3365,23.0,15.0952,9.43519,13.0103,-9.574,-5.101,0
1,13000000,329,3.0,15.8471,5.69814,4.61176,-4.837,-5.015,0
1,13000000,3368,23.0,14.2864,8.94182,12.7067,-5.13,-5.115,0
1,13000000,328,3.0,15.9271,5.49472,4.27335,-3.56,-5.044,0
1,13000000,6779,46.0,0.701043,15.6541,8.56444,-6.614,-5.108,0
1,13000000,327,3.0,15.8919,5.10267,4.28756,-3.243,-5.052,0
1,13000000,8137,55.0,6.04293,5.11065,2.76279,-5.573,-5.071,0
1,13000000,5745,39.0,6.74793,6.70769,3.43931,-6.247,-5.166,0
1,13000000,331,3.0,15.4301,5.8034,5.11448,-3.55,-5.182,0
1,13000000,5742,39.0,6.0635,6.4119,2.72197,-6.102,-4.946,0
1,13000000,5739,39.0,6.16619,6.48715,1.7323,-4.577,-5.221,0
1,13000000,5741,39.0,6.23371,6.47502,2.38069,-3.736,-5.023,0
1,13000000,1390,10.0,12.6194,0.875953,7.97289,-6.324,-7.063,1
1,13000000,5738,39.0,6.17617,6.86775,1.70961,-5.056,-5.191,0
1,13000000,5744,39.0,6.61936,6.59731,3.07165,-5.517,-5.179,0
1,13000000,3356,23.0,14.8046,11.5012,11.7556,-6.075,-5.104,0
1,13000000,3357,23.0,15.165,11.3443,11.7041,-4.449,-5.1,0
1,13000000,3358,23.0,15.2107,10.9768,11.8202,-5.655,-5.139,0
1,13000000,3355,23.0,14.6425,11.4106,12.0996,-6.98,-5.045,0
1,13000000,3354,23.0,14.3208,11.6231,12.1802,-7.79,-4.981,0
1,13000000,3353,23.0,14.3851,12.022,12.1913,-6.845,-4.989,0
1,13000000,3359,23.0,15.5834,10.8581,11.744,-4.982,-5.138,0
1,13000000,5743,39.0,6.2314,6.64138,3.00203,-4.354,-5.104,0
1,13000000,4750,32.0,3.72979,6.17579,7.10753,-3.625,-5.576,0
1,13000000,1389,10.0,12.906,0.736115,7.72302,-8.181,-6.823,1
1,13000000,3363,23.0,15.3414,9.90683,12.6515,-3.727,-5.166,0
1,13000000,5740,39.0,6.04378,6.32564,2.07862,-4.624,-5.026,0
1,13000000,3360,23.0,15.6732,10.498,11.8543,-4.799,-5.203,0
1,13000000,3361,23.0,15.5187,10.3817,12.2052,-3.876,-5.196,0
1,13000000,4748,32.0,3.54964,6.60509,7.5586,-7.346,-5.443,0
1,13000000,4747,32.0,3.54002,6.6677,7.95262,-4.568,-5.383,0
1,13000000,4746,32.0,3.44366,7.03177,8.03913,-3.799,-5.407,0
1,13000000,4745,32.0,3.72421,7.28077,7.93306,-3.616,-5.488,0
1,13000000,4749,32.0,3.72268,6.26433,7.47853,-4.326,-5.566,0
1,13000000,5754,39.0,9.14837,6.69176,3.0312,-3.484,-5.387,0
1,13000000,3362,23.0,15.5492,10.0151,12.3462,-3.509,-5.153,0
1,13000000,1385,10.0,13.74,15.7777,7.27618,-5.056,-6.169,1
1,13000000,1387,10.0,13.3176,16.184,7.55558,-7.404,-6.502,1
1,13000000,1388,10.0,12.9791,0.355359,7.72171,-7.148,-6.689,1
1,13000000,2993,20.0,7.18218,6.14517,2.21858,-5.166,-5.05,0
1,13000000,6006,41.0,13.9868,2.57538,13.9295,-3.295,-4.923,0
1,13000000,5730,39.0,7.91068,8.14572,1.39811,-4.441,-5.273,0
1,13000000,3345,23.0,14.2616,14.2801,11.7375,-3.742,-5.539,0
1,13000000,5732,39.0,7.28274,8.02924,1.24469,-4.777,-5.339,0
1,13000000,5731,39.0,7.61706,7.90022,1.42397,-4.165,-5.279,0
1,13000000,6008,41.0,13.6413,3.10977,14.1035,-6.026,-4.854,0
1,13000000,3348,23.0,13.9887,13.393,12.0878,-3.996,-5.382,0
1,13000000,5733,39.0,7.02463,7.75559,1.20999,-3.564,-5.391,0
1,13000000,3349,23.0,13.9128,13.227,12.4369,-4.137,-5.318,0
1,13000000,3347,23.0,14.0839,13.7739,12.1164,-5.642,-5.35,0
1,13000000,6007,41.0,13.7743,2.88356,13.8225,-4.79,-4.957,0
1,13000000,3346,23.0,14.2519,13.9024,11.7922,-4.978,-5.438,0
1,13000000,6009,41.0,13.3011,3.27212,14.0233,-3.402,-4.94,0
1,13000000,626,5.0,6.98454,6.34915,9.62807,-6.717,-7.524,1
1,13000000,2520,17.0,0.953525,0.707867,10.9087,-3.931,-4.934,0
1,13000000,3350,23.0,13.827,12.8405,12.3901,-4.993,-5.234,0
1,13000000,4740,32.0,3.22478,8.36838,9.10529,-4.346,-5.254,0
1,13000000,4742,32.0,3.3707,8.00022,8.56431,-6.335,-5.323,0
1,13000000,5649,38.0,12.9842,11.0531,7.78603,-2.638,-5.196,0
1,13000000,1384,10.0,13.9198,15.4281,7.27757,-4.993,-5.822,1
1,13000000,6513,44.0,14.5144,11.0226,9.06044,-7.311,-4.994,0
1,13000000,6781,46.0,16.1223,15.533,8.17524,-4.531,-5.199,0
1,13000000,6787,46.0,14.7439,0.516402,8.70225,-4.927,-5.788,1
1,13000000,1380,10.0,14.8465,14.5575,6.93132,-5.524,-5.203,0
1,13000000,1379,10.0,15.2199,14.5019,6.85297,-6.486,-5.004,0
1,13000000,6786,46.0,15.0197,0.371843,8.46784,-6.225,-5.644,0
1,13000000,6782,46.0,15.8031,15.3385,8.12554,-3.941,-5.191,0
1,13000000,1382,10.0,14.401,15.0028,7.10624,-4.98,-5.52,0
1,13000000,6783,46.0,15.4946,15.4336,8.35656,-2.791,-5.351,0
1,13000000,1383,10.0,14.2396,15.3667,7.08094,-5.206,-5.671,1
1,13000000,6785,46.0,15.0975,15.9212,8.49268,-4.335,-5.551,0
1,13000000,6784,46.0,15.4285,15.8198,8.3289,-6.445,-5.424,0
1,13000000,1381,10.0,14.7555,14.9403,6.95857,-5.243,-5.32,0
1,13000000,562,4.0,15.8745,8.4339,0.636075,-5.172,-5.235,0
1,13000000,564,4.0,0.314363,8.95172,0.441247,-5.785,-5.235,0
1,13000000,4634,31.0,0.762004,12.201,8.62347,-6.139,-5.141,0
1,13000000,5647,38.0,13.5022,11.0385,8.22437,-5.385,-5.053,0
1,13000000,5642,38.0,14.2747,11.1546,6.83761,-3.62,-5.153,0
1,13000000,5648,38.0,13.2345,11.2424,8.03822,-4.254,-5.1,0
1,13000000,5737,39.0,6.3198,6.99994,1.37494,-6.919,-5.387,0
1,13000000,5643,38.0,14.3287,11.2114,7.21882,-4.321,-5.017,0
1,13000000,6010,41.0,13.1566,3.46185,14.3363,-3.834,-5.021,0
1,13000000,6780,46.0,0.343203,15.5251,8.53945,-7.047,-5.086,0
1,13000000,4738,32.0,2.83973,8.0792,9.59012,-3.64,-5.316,0
1,13000000,3351,23.0,14.1508,12.6286,12.2915,-4.834,-5.178,0
1,13000000,3352,23.0,14.0704,12.2439,12.2846,-8.836,-5.075,0
1,13000000,5101,35.0,7.56627,14.0395,15.6014,-3.612,-5.286,0
1,13000000,5106,35.0,7.63487,12.6688,16.0283,-4.162,-5.388,0
1,13000000,5641,38.0,13.8984,11.2017,6.73645,-8.196,-5.176,0
1,13000000,5645,38.0,13.9378,11.1217,7.75862,-3.096,-5.01,0
1,13000000,5644,38.0,14.1332,10.9582,7.45363,-2.805,-5.063,0
1,13000000,5105,35.0,7.57882,13.0147,16.2007,-6.257,-5.41,0
1,13000000,5104,35.0,7.48022,13.2943,15.9494,-4.077,-5.442,0
1,13000000,5640,38.0,13.808,11.0457,6.39316,-6.203,-5.197,0
1,13000000,5102,35.0,7.30673,13.9163,15.8796,-7.134,-5.385,0
1,13000000,1394,10.0,11.8656,1.93652,8.22447,-8.194,-7.837,1
1,13000000,5103,35.0,7.44006,13.6493,16.1187,-5.124,-5.429,0
1,13000000,5646,38.0,13.7737,10.8629,7.99817,-5.709,-5.079,0
1,13000000,4741,32.0,3.32114,8.01362,8.94387,-5.33,-5.299,0
1,13000000,4743,32.0,3.52195,7.66916,8.41958,-4.755,-5.357,0
1,13000000,1386,10.0,13.4096,15.8014,7.48782,-5.709,-6.344,1
1,13000000,561,4.0,15.5765,8.29696,0.85733,-5.396,-5.241,0
1,13000000,4744,32.0,3.61654,7.65146,8.03963,-5.38,-5.38,0
1,13000000,4739,32.0,3.14397,8.3261,9.49677,-5.372,-5.175,0
1,13000000,2518,17.0,1.1714,1.13715,11.2983,-4.739,-4.946,0
1,13000000,4636,31.0,0.770383,12.5861,8.13841,-5.757,-4.948,0
1,13000000,1391,10.0,12.4909,1.22846,7.85011,-9.174,-7.249,1
1,13000000,4635,31.0,0.568069,12.4865,8.46409,-5.467,-4.985,0
1,13000000,6011,41.0,12.7867,3.59276,14.3109,-3.892,-5.109,0
1,13000000,6515,44.0,14.1998,10.4446,9.16052,-6.55,-5.048,0
1,13000000,1392,10.0,12.1926,1.40188,8.05749,-8.119,-7.507,1
1,13000000,3369,23.0,13.9463,9.04963,12.5587,-4.887,-5.19,0
1,13000000,4751,32.0,3.3794,6.05709,6.96752,-3.428,-5.585,0
1,13000000,332,3.0,15.0601,5.85713,5.16369,-3.777,-5.297,0
1,13000000,5747,39.0,7.23781,6.75551,3.88676,-5.093,-5.655,0
1,13000000,5110,35.0,7.82389,11.3483,16.1069,-7.609,-5.448,0
1,13000000,5109,35.0,7.76603,11.7013,0.336497,-5.361,-5.445,0
1,13000000,5111,35.0,7.87189,11.0567,0.428387,-9.975,-5.495,0
1,13000000,5113,35.0,7.66536,10.7732,0.97715,-3.492,-5.424,0
1,13000000,5112,35.0,7.63095,11.0653,0.734547,-3.696,-5.456,0
1,13000000,5635,38.0,13.5429,9.5787,6.177,-6.077,-5.231,0
1,13000000,5114,35.0,7.63066,10.8663,1.3521,-5.89,-5.353,0
1,13000000,7862,53.0,1.6157,8.55798,5.22352,-4.296,-5.349,0
1,13000000,5636,38.0,13.5386,9.9696,6.22405,-4.869,-5.16,0
1,13000000,5633,38.0,13.4605,9.0883,5.74174,-3.757,-5.239,0
1,13000000,3343,23.0,14.4497,14.7771,11.3403,-4.263,-5.529,0
1,13000000,5634,38.0,13.4931,9.48214,5.80057,-7.056,-5.198,0
1,13000000,2521,17.0,1.03831,0.476323,10.6127,-5.372,-4.935,0
1,13000000,5657,38.0,12.4118,9.96365,5.7191,-8.185,-5.27,0
1,13000000,5658,38.0,12.5459,9.62657,5.54233,-5.068,-5.235,0
1,13000000,5632,38.0,13.5334,8.97404,5.38288,-4.949,-5.213,0
1,13000000,2522,17.0,0.737238,0.314901,10.4272,-3.461,-5.13,0
1,13000000,5656,38.0,12.5963,10.0845,6.02998,-5.576,-5.209,0
1,13000000,419,3.0,3.32072,5.52168,14.5209,-4.846,-5.269,0
1,13000000,1378,10.0,15.2398,14.2435,6.55427,-3.281,-4.983,0
1,13000000,5637,38.0,13.5814,10.0969,6.57319,-4.439,-5.237,0
1,13000000,5379,36.0,0.392205,4.15343,13.2156,-5.167,-5.165,0
1,13000000,5380,36.0,0.752542,4.02743,13.3056,-5.893,-5.163,0
1,13000000,417,3.0,3.81214,5.95688,14.5353,-3.809,-5.204,0
1,13000000,16,1.0,13.561,0.660405,10.7514,-6.226,-6.167,1
1,13000000,5385,36.0,1.98748,3.35723,13.3286,-3.12,-5.331,0
1,13000000,5631,38.0,13.5985,8.58696,5.35828,-6.495,-5.464,0
1,13000000,570,4.0,0.842084,8.75902,14.5806,-5.344,-5.177,0
1,13000000,569,4.0,0.860079,9.10111,14.7694,-5.363,-5.242,0
1,13000000,568,4.0,0.904463,9.10856,15.1634,-4.705,-5.207,0
1,13000000,571,4.0,0.695821,8.79898,14.225,-3.808,-5.141,0
1,13000000,572,4.0,0.721641,8.4353,14.0378,-4.837,-5.184,0
1,13000000,4729,32.0,2.74768,6.76061,11.8396,-4.56,-5.308,0
1,13000000,573,4.0,0.574241,8.45974,13.6815,-4.983,-5.196,0
1,13000000,6328,43.0,2.03162,1.58553,3.88084,-4.581,-4.817,0
1,13000000,4730,32.0,2.75689,7.14158,11.8648,-4.879,-5.344,0
1,13000000,567,4.0,0.572215,9.04216,15.379,-5.889,-5.169,0
1,13000000,1376,10.0,15.0788,13.5966,6.4045,-5.515,-4.984,0
1,13000000,565,4.0,0.31889,8.86842,15.9924,-4.153,-5.189,0
1,13000000,5630,38.0,13.7225,8.48687,4.99241,-6.426,-5.281,0
1,13000000,4731,32.0,2.50976,7.34433,11.6219,-3.99,-5.283,0
1,13000000,1377,10.0,15.0771,13.9036,6.64569,-7.639,-4.977,0
1,13000000,7860,53.0,2.08062,8.85604,4.92365,-3.707,-5.164,0
1,13000000,5664,38.0,12.9416,8.30542,4.19214,-4.831,-5.043,0
1,13000000,1983,14.0,1.95207,1.65648,10.5424,-5.075,-5.163,0
1,13000000,1988,14.0,3.38845,1.18197,10.412,-5.288,-5.188,0
1,13000000,5655,38.0,12.4109,10.3726,6.22146,-5.968,-5.195,0
1,13000000,5654,38.0,12.5975,10.4357,6.56763,-3.787,-5.181,0
1,13000000,5653,38.0,12.4539,10.743,6.7626,-4.688,-5.168,0
1,13000000,6562,44.0,1.8915,5.41457,8.42402,-6.578,-5.265,0
1,13000000,1987,14.0,3.09397,1.36473,10.6024,-3.879,-5.251,0
1,13000000,6561,44.0,2.19793,5.17894,8.49516,-3.656,-5.282,0
1,13000000,5652,38.0,12.6976,10.8853,7.04011,-4.925,-5.16,0
1,13000000,6563,44.0,1.81489,5.67151,8.71321,-9.494,-5.433,0
1,13000000,1986,14.0,2.81367,1.14828,10.7561,-4.435,-5.183,0
1,13000000,1985,14.0,2.46362,1.33713,10.8126,-5.167,-5.099,0
1,13000000,422,3.0,2.37795,5.21109,14.3466,-5.077,-5.301,0
1,13000000,6564,44.0,1.52066,5.91138,8.61406,-8.478,-5.359,0
1,13000000,421,3.0,2.76916,5.22127,14.3335,-4.129,-5.284,0
1,13000000,5651,38.0,12.5498,11.1257,7.31373,-4.917,-5.247,0
1,13000000,5650,38.0,12.8053,11.3114,7.553,-3.784,-5.189,0
1,13000000,5387,36.0,2.52334,2.98014,13.3397,-4.085,-5.498,0
1,13000000,3342,23.0,14.5459,15.0411,11.6163,-4.031,-5.515,0
1,13000000,6330,43.0,1.48551,1.32728,4.10314,-3.496,-4.779,0
1,13000000,4736,32.0,2.52501,7.71642,10.0163,-5.771,-5.389,0
1,13000000,4734,32.0,2.4956,7.42064,10.6105,-6.107,-5.255,0
1,13000000,4732,32.0,2.61871,7.32334,11.2457,-6.814,-5.268,0
1,13000000,4733,32.0,2.39094,7.48602,10.9727,-6.201,-5.279,0
1,13000000,3344,23.0,14.4926,14.3918,11.4373,-7.475,-5.484,0
1,13000000,4735,32.0,2.31679,7.65512,10.3414,-4.541,-5.265,0
1,13000000,5383,36.0,1.38003,3.32078,13.0561,-5.904,-5.132,0
1,13000000,5381,36.0,0.883712,3.75119,13.0689,-3.004,-5.111,0
1,13000000,5382,36.0,1.22042,3.6399,13.2301,-3.285,-5.159,0
1,13000000,6331,43.0,1.13993,1.36821,4.31405,-5.028,-4.796,0
1,13000000,1981,14.0,1.54517,2.01865,10.8183,-4.087,-5.007,0
1,13000000,4737,32.0,2.70573,8.05527,9.96018,-3.941,-5.282,0
1,13000000,1989,14.0,3.71032,1.37275,10.3413,-4.512,-5.144,0
1,13000000,4011,27.0,5.09558,16.1364,5.00177,-5.161,-5.465,0
1,13000000,5115,35.0,7.59877,10.5704,1.61691,-4.896,-5.325,0
1,13000000,4722,32.0,2.49722,5.00742,11.3512,-4.364,-5.209,0
1,13000000,5108,35.0,7.74343,12.0185,16.0365,-7.31,-5.337,0
1,13000000,7869,53.0,0.451164,8.60097,3.85989,-4.279,-5.096,0
1,13000000,5659,38.0,12.4468,9.54642,5.17312,-4.335,-5.075,0
1,13000000,5660,38.0,12.5641,9.18703,5.09114,-5.429,-5.126,0
1,13000000,7867,53.0,0.31017,8.91593,4.43402,-3.98,-5.032,0
1,13000000,7865,53.0,0.675629,8.6432,4.90898,-2.844,-5.28,0
1,13000000,7866,53.0,0.662757,8.81734,4.56534,-3.797,-5.127,0
1,13000000,5661,38.0,12.5074,9.05847,4.73648,-5.867,-5.087,0
1,13000000,7864,53.0,1.00918,8.48587,5.03668,-3.611,-5.296,0
1,13000000,5662,38.0,12.6292,8.67971,4.6622,-3.523,-5.11,0
1,13000000,5663,38.0,12.6992,8.61488,4.27804,-5.562,-5.104,0
1,13000000,7868,53.0,0.317497,8.92414,4.03703,-4.87,-5.015,0
1,13000000,6570,44.0,0.73637,7.01886,7.83647,-9.345,-5.667,0
1,13000000,6569,44.0,0.955624,6.76455,8.02615,-6.213,-5.562,0
1,13000000,6571,44.0,0.931406,7.29395,7.63295,-4.686,-5.605,0
1,13000000,1980,14.0,1.39925,2.08513,10.467,-5.97,-5.185,0
1,13000000,423,3.0,2.2343,5.02795,14.6591,-3.362,-5.202,0
1,13000000,420,3.0,2.92587,5.50375,14.5469,-4.603,-5.345,0
1,13000000,6516,44.0,13.9098,10.2059,9.03491,-4.864,-5.105,0
1,13000000,5203,35.0,6.93841,4.87607,15.2729,-5.031,-5.025,0
1,13000000,7861,53.0,1.95746,8.73447,5.27571,-3.809,-5.36,0
1,13000000,5373,36.0,15.7092,5.72102,13.7751,-5.194,-5.217,0
1,13000000,1978,14.0,0.872584,2.28435,10.1647,-4.938,-5.303,0
1,13000000,4728,32.0,3.07436,6.58505,11.9663,-8.002,-5.297,0
1,13000000,5375,36.0,15.7326,5.10258,13.6392,-4.576,-5.177,0
1,13000000,4724,32.0,2.70952,5.49095,11.703,-4.114,-5.313,0
1,13000000,4727,32.0,3.11931,6.20899,11.8827,-3.325,-5.224,0
1,13000000,4725,32.0,2.84858,5.60757,12.0316,-7.749,-5.206,0
1,13000000,4726,32.0,2.85847,5.99271,12.0856,-6.278,-5.327,0
1,13000000,5202,35.0,6.9946,4.5317,15.4512,-6.296,-4.989,0
1,13000000,1979,14.0,1.01205,2.15773,10.4975,-7.549,-5.131,0
1,13000000,5374,36.0,15.6338,5.36567,13.9148,-4.632,-5.161,0
1,13000000,4010,27.0,4.82713,16.0168,4.74118,-4.506,-5.455,0
1,13000000,5201,35.0,7.26128,4.27957,15.2981,-6.956,-5.02,0
1,13000000,18,1.0,13.8898,16.0516,10.6736,-6.3,-5.905,1
1,13000000,1977,14.0,0.565346,2.52886,10.2551,-4.495,-5.304,0
1,13000000,5205,35.0,6.57565,5.41607,15.22,-3.525,-5.201,0
1,13000000,5200,35.0,7.31848,3.98682,15.5582,-4.489,-5.053,0
1,13000000,4723,32.0,2.70911,5.10842,11.6667,-6.905,-5.312,0
1,13000000,7863,53.0,1.28841,8.75351,5.09301,-4.326,-5.249,0
1,13000000,6560,44.0,2.30717,4.93632,8.1985,-4.333,-5.352,0
1,13000000,1984,14.0,2.32072,1.51942,10.4992,-6.168,-5.18,0
1,13000000,4016,27.0,6.07513,0.883128,5.70361,-4.506,-5.545,0
1,13000000,4015,27.0,6.03014,0.976514,5.31637,-4.746,-5.482,0
1,13000000,6568,44.0,1.18783,6.9252,8.3049,-5.535,-5.448,0
1,13000000,6567,44.0,1.38029,6.65366,8.5261,-6.122,-5.417,0
1,13000000,566,4.0,0.621776,9.03253,15.7765,-4.708,-5.143,0
1,13000000,6565,44.0,1.38831,6.1416,8.89791,-5.954,-5.389,0
1,13000000,5199,35.0,7.59534,3.72041,15.4603,-4.631,-5.143,0
1,13000000,4013,27.0,5.51461,0.624718,5.21328,-5.279,-5.577,0
1,13000000,6566,44.0,1.15842,6.43075,8.76233,-5.71,-5.418,0
1,13000000,4014,27.0,5.66066,1.00333,5.23898,-10.473,-5.482,0
1,13000000,1982,14.0,1.90913,1.93267,10.8163,-4.978,-5.131,0
1,13000000,5378,36.0,16.1751,4.40726,13.4667,-7.849,-5.176,0
1,13000000,4012,27.0,5.19166,0.579433,4.97672,-8.598,-5.513,0
1,13000000,5377,36.0,15.8001,4.46991,13.4426,-8.509,-5.232,0
1,13000000,5384,36.0,1.67436,3.14961,13.2601,-5.028,-5.287,0
1,13000000,6559,44.0,2.01623,4.72727,8.0355,-3.044,-5.262,0
1,13000000,418,3.0,3.4754,5.8342,14.6895,-5.627,-5.194,0
1,13000000,7531,51.0,3.73431,3.33155,0.629133,-4.565,-5.444,0
1,13000000,7529,51.0,3.49734,3.89312,0.417128,-5.491,-5.331,0
1,13000000,5376,36.0,15.6703,4.72434,13.7246,-5.6,-5.155,0
1,13000000,4592,31.0,11.7781,11.4013,9.89971,-4.344,-5.122,0
1,13000000,17,1.0,13.7022,0.345019,10.9478,-8.005,-6.004,1
1,13000000,5638,38.0,13.5773,10.4903,6.62793,-3.605,-5.189,0
1,13000000,366,3.0,12.5081,10.1938,3.69298,-4.34,-5.361,0
1,13000000,5107,35.0,7.72992,12.3477,0.30087,-6.041,-5.398,0
1,13000000,5820,39.0,1.98213,12.8566,8.98638,-3.425,-5.194,0
1,13000000,7528,51.0,3.51801,4.15391,16.0699,-6.84,-5.354,0
1,13000000,7527,51.0,3.55952,3.9975,15.7012,-4.456,-5.405,0
1,13000000,5386,36.0,2.26839,3.19414,13.54,-3.99,-5.515,0
1,13000000,7530,51.0,3.80941,3.6661,0.454585,-3.543,-5.379,0
1,13000000,6326,43.0,2.44867,1.29729,3.45328,-4.297,-4.875,0
1,13000000,6329,43.0,1.6585,1.65704,3.988,-3.929,-4.797,0
1,13000000,5198,35.0,7.56557,3.57401,15.1004,-5.754,-5.331,0
1,13000000,7858,53.0,2.50227,9.21682,4.56562,-3.763,-5.072,0
1,13000000,680,5.0,10.9273,0.993051,6.01352,-6.542,-7.003,1
1,13000000,7210,49.0,5.35829,8.3325,5.87273,-3.224,-5.262,0
1,13000000,681,5.0,10.8012,1.33918,6.12163,-8.867,-7.159,1
1,13000000,682,5.0,10.4407,1.37557,6.25642,-5.278,-6.971,1
1,13000000,7260,49.0,9.59106,0.334208,4.75591,-5.415,-6.13,0
1,13000000,7211,49.0,5.15983,8.15387,6.1587,-9.068,-5.462,0
1,13000000,7212,49.0,5.39218,7.91197,6.33929,-5.234,-5.527,0
1,13000000,2946,20.0,15.7128,15.6813,14.4128,-4.119,-5.152,0
