atom_id,umap1,umap2,S_avg,c_label
331,0.20378473,-0.30151597,-5.182,0
332,-2.3287406,-0.31748086,-5.297,0
333,-1.2831492,0.2294602,-5.368,0
334,0.80438197,0.029810304,-5.429,0
335,-0.8446227,3.3223624,-5.389,0
336,-0.7471131,1.0922443,-5.518,0
337,-1.4892292,-0.9237875,-5.526,0
338,-0.7708631,4.3057384,-5.51,0
339,-2.5233536,2.7805324,-5.487,0
340,-0.81613344,2.9797752,-5.446,0
341,-2.4695308,-0.24988344,-5.432,0
342,-0.4580891,2.321249,-5.447,0
343,0.17501932,2.864699,-5.484,0
344,-0.9045289,-0.75983244,-5.518,0
345,-1.1176404,-0.21666946,-5.523,0
346,-0.87399185,3.6316776,-5.444,0
347,-2.9447808,1.0226493,-5.331,0
348,-0.41383746,2.8041818,-5.318,0
349,-0.3213551,5.6078334,-5.308,0
350,-1.9658302,-0.10572491,-5.088,0
351,-1.7874056,2.982633,-5.217,0
352,0.05019902,3.7215526,-5.192,0
353,-1.7968493,-1.286379,-5.173,0
354,-3.1012876,1.0176784,-5.131,0
355,0.3149946,2.017594,-5.093,0
356,0.80994064,0.87762845,-5.049,0
357,-2.7915676,-0.6504309,-5.134,0
358,-0.52121896,1.1832987,-5.163,0
359,-0.3458714,3.2640631,-5.217,0
360,-1.6046542,-0.7394464,-5.226,0
361,-0.40743572,0.6899582,-5.268,0
362,-1.8070296,2.1258523,-5.242,0
363,-1.9145131,-0.7305908,-5.264,0
364,-2.178971,0.1214664,-5.273,0
365,-0.7812209,4.035583,-5.256,0
366,-2.4881034,-0.7761057,-5.361,0
367,-2.4992573,-0.79433566,-5.241,0
368,-0.96571857,-1.173403,-5.26,0
369,-0.64594275,0.583842,-5.218,0
370,-0.4774693,5.5724673,-5.137,0
371,-0.31801814,0.9387106,-5.175,0
372,-1.9372518,-0.9799471,-5.203,0
373,-0.29866052,5.889009,-5.167,0
374,-1.7021339,3.9511063,-5.076,0
375,-0.06258958,5.866214,-5.189,0
376,-2.4990146,-0.56490535,-5.22,0
377,-0.7347346,-0.76797175,-5.265,0
378,-2.774942,1.3789269,-5.218,0
379,-0.5849774,0.96993095,-5.33,0
380,-2.3440924,2.6414168,-5.225,0
381,-0.61551505,3.198064,-5.337,0
382,-2.0172892,0.7020912,-5.281,0
383,-1.2786095,4.261344,-5.338,0
384,-0.5637537,5.34576,-5.344,0
385,-3.0382612,-0.043163925,-5.335,0
386,-2.263087,0.121910065,-5.405,0
387,-2.1483338,0.1494288,-5.428,0
388,0.66992515,-0.25542077,-5.453,0
389,0.30181423,-0.20756993,-5.482,0
390,-0.45529708,5.105701,-5.508,0
391,0.06551698,3.0455487,-5.522,0
392,-2.77565,1.7444253,-5.455,0
393,-2.2833192,0.31326663,-5.266,0
394,0.55590993,2.3750706,-5.257,0
395,-1.8332347,2.529953,-5.264,0
396,0.33010322,0.7686617,-5.261,0
397,-0.53806597,2.5200825,-5.33,0
398,-3.3143058,0.97121793,-5.257,0
399,-1.7896711,2.2676985,-5.302,0
400,-1.769874,-0.21707563,-5.273,0
401,-1.7664478,2.3033843,-5.236,0
402,-1.4815093,1.3866134,-5.296,0
403,-2.1970973,0.5837306,-5.302,0
404,-0.61064553,2.2380066,-5.319,0
405,-0.9170712,1.4557252,-5.337,0
406,-2.6937828,-0.78693855,-5.369,0
407,-1.6617634,-1.1454594,-5.41,0
408,0.056502614,4.4200664,-5.431,0
409,-0.89420766,3.5042958,-5.409,0
410,-2.2759662,2.1275282,-5.357,0
411,-1.7572831,-0.35194635,-5.331,0
412,0.07126163,-0.17774552,-5.292,0
413,-0.90524787,0.81177336,-5.251,0
414,-0.810661,1.1063417,-5.215,0
415,-2.0912764,-0.33860147,-5.286,0
416,-0.26022494,0.8024661,-5.25,0
417,-0.08442245,0.013212009,-5.204,0
418,-1.2486343,3.6880746,-5.194,0
419,-1.8600048,0.9538593,-5.269,0
420,0.23662376,-0.2986976,-5.345,0
421,-2.5005412,0.20410022,-5.284,0
422,-2.1884189,0.98533905,-5.301,0
423,-1.6404172,-0.6012939,-5.202,0
424,-2.9903233,1.1123071,-5.243,0
425,-2.6472442,0.8783046,-5.165,0
426,0.06925763,2.1853788,-5.187,0
427,-0.08904118,-0.44372293,-5.143,0
428,-0.09850073,6.066117,-5.283,0
429,0.08644358,1.6425678,-5.155,0
430,-1.4439913,-0.19971514,-5.191,0
431,-0.6910507,-0.7408885,-5.176,0
432,-1.9576005,2.4419281,-5.186,0
433,-1.4770526,-0.13023913,-5.211,0
434,-1.6996967,-1.3077831,-5.127,0
435,-2.0727367,2.391644,-5.181,0
436,-2.2155702,-1.1743276,-5.139,0
437,-1.8087729,-1.3641341,-5.054,0
438,-2.8827326,0.2754937,-5.027,0
439,-0.64381504,3.4242713,-5.113,0
440,-2.6106691,-0.15372604,-5.142,0
441,-2.5199833,-0.65327436,-5.156,0
442,-0.3585039,0.5608536,-5.07,0
443,-2.3298752,-1.0337439,-5.062,0
444,0.19366722,3.0098505,-5.208,0
445,0.032113686,3.285931,-5.298,0
446,0.0042323964,-0.24085034,-5.305,0
447,-2.1912937,-1.2387128,-5.32,0
448,-1.7218051,3.3119595,-5.363,0
449,0.061157685,4.596255,-5.225,0
450,0.6030981,-0.25695288,-5.273,0
451,-3.0047772,0.011158871,-5.13,0
452,-1.2702365,3.292535,-5.139,0
453,-2.8648355,0.08841331,-5.135,0
454,-0.39618126,5.1708384,-5.212,0
455,-1.8312203,-1.1795119,-5.206,0
456,-0.48034734,-1.1003174,-5.241,0
457,-2.3860533,-0.325789,-5.192,0
458,0.20527086,0.59031403,-5.185,0
459,-0.3075986,1.1169869,-5.35,0
460,-2.2778742,-0.68441635,-5.407,0
461,-0.697807,1.3719695,-5.529,0
462,-0.6951992,-0.70149595,-5.525,0
463,0.46401653,3.3632462,-5.669,0
464,1.9603478,1.7434717,-5.647,0
465,2.0339851,1.6068364,-5.813,1
466,1.9863707,1.6674287,-5.815,1
467,2.259762,1.4761727,-5.985,1
468,3.2966948,2.1716313,-5.971,1
469,2.2567918,1.7451421,-6.078,1
470,3.260728,2.1149447,-5.984,1
471,2.40322,1.2852833,-6.129,1
472,-0.22798358,5.1437006,-5.864,1
473,3.124252,1.9248899,-6.014,1
474,2.3131375,1.4128618,-5.755,1
475,3.1893408,1.9572073,-5.963,1
476,2.1694403,1.2157084,-5.635,1
477,2.2666776,1.16777,-5.751,1
478,2.2474089,1.1402304,-5.418,1
479,2.172901,1.2297912,-5.423,0
480,-0.8576399,-0.12714282,-5.175,0
481,-1.0560378,1.5155627,-5.224,0
482,-0.79488236,-0.18415146,-5.087,0
483,-0.18476246,-0.1314875,-5.091,0
484,-1.7281154,2.120489,-4.938,0
485,-2.1874957,-0.18183199,-4.935,0
486,-2.945292,-0.40940866,-4.95,0
487,-1.5012419,2.0356195,-5.096,0
488,-0.4178026,1.4094543,-5.314,0
489,-2.704861,-0.89346606,-5.421,0
490,-0.5749175,5.452058,-5.708,0
491,3.3264658,1.9838825,-5.925,1
492,2.4698331,1.726378,-5.866,1
493,3.5241098,1.6549582,-6.215,1
494,3.4759736,2.1478508,-6.15,1
495,0.532841,5.227999,-6.319,1
496,3.4958546,2.1771793,-6.33,1
497,3.458504,1.6286871,-6.556,1
498,3.4877365,2.152902,-6.461,1
499,3.4825716,1.6647849,-6.774,1
500,3.4433727,2.1228173,-6.672,1
501,3.8062305,1.8710555,-6.973,1
502,3.6550148,2.2747777,-6.688,1
503,3.8088403,1.979208,-6.844,1
504,3.7205746,2.6578891,-6.648,1
505,3.6164937,2.112027,-6.72,1
506,3.6701248,2.6878788,-6.436,1
507,3.6437485,2.8611937,-6.516,1
508,3.6984684,2.678011,-6.3,1
509,3.4881072,3.011371,-6.291,1
510,3.6386645,2.7066162,-6.111,1
511,3.4056149,3.1729813,-6.043,1
512,-0.8654626,3.3292563,-5.945,1
513,-3.1561022,-0.53558004,-5.89,1
514,-0.08190543,6.260029,-5.7,0
515,-0.90491575,-0.63854676,-5.548,0
516,-1.273196,-0.21897699,-5.363,0
517,-1.7819018,-0.0046564266,-5.445,0
518,-0.7475911,4.981288,-5.283,0
519,0.003431665,4.418663,-5.275,0
520,-1.5367875,-1.108051,-5.209,0
521,-1.2361513,4.0070877,-5.157,0
522,-2.2323537,-1.0195949,-5.191,0
523,-0.09803002,4.370886,-5.135,0
524,-0.42639983,4.662181,-5.213,0
525,-0.36336836,4.7970014,-5.224,0
526,-1.1657761,2.110947,-5.283,0
527,-1.5856884,-0.17489196,-5.173,0
528,-2.9886532,0.9362034,-5.256,0
529,-1.4993995,1.8557667,-5.188,0
530,-1.4652945,0.59416634,-5.192,0
531,-2.5670438,-0.67549175,-5.117,0
532,-0.4067838,4.116763,-5.244,0
533,-0.07013616,6.4925714,-5.156,0
534,0.606067,-0.4367516,-5.272,0
535,-1.2980067,1.1874089,-5.165,0
536,-0.44617075,4.086816,-5.22,0
537,-3.0603685,1.0231755,-5.184,0
538,0.14833935,1.0737923,-5.138,0
539,-1.9010493,2.3400886,-5.147,0
540,0.16410674,2.0924907,-5.148,0
541,-0.89288986,3.7754233,-5.08,0
542,0.33011433,1.2494568,-5.069,0
543,-2.7652931,1.0716565,-5.11,0
544,-0.008893586,2.7459779,-5.076,0
545,-1.8307345,2.1719313,-5.161,0
546,-0.6607665,1.2187706,-5.137,0
547,-2.1787632,-0.28814095,-5.162,0
548,-2.2403803,1.3969291,-5.252,0
549,-1.5859499,-0.5047297,-5.325,0
550,-0.28052017,1.1557387,-5.418,0
551,-1.1044412,0.9185757,-5.403,0
552,0.6312146,0.76819414,-5.393,0
553,-2.312031,2.876532,-5.37,0
554,-0.88564587,5.1584787,-5.305,0
555,0.34205222,1.8953319,-5.304,0
556,-2.464987,0.44161594,-5.273,0
557,-1.8291575,3.4066198,-5.183,0
558,-1.6698638,-0.92279285,-5.154,0
559,-0.6710207,4.3831034,-5.147,0
560,-1.1401335,2.605633,-5.208,0
561,0.3074429,1.1789267,-5.241,0
562,-2.6835117,1.2995402,-5.235,0
563,-0.24868636,0.90129304,-5.143,0
564,-0.3392656,2.6736896,-5.235,0
565,-2.384417,0.082938045,-5.189,0
566,-0.6638401,0.3706394,-5.143,0
567,-0.81168044,3.172221,-5.169,0
568,0.52797645,0.0029035814,-5.207,0
569,0.665035,0.5309564,-5.242,0
570,-1.4826953,2.506155,-5.177,0
571,-2.5860314,-1.1170915,-5.141,0
572,-1.4762384,1.7820505,-5.184,0
573,-0.72963405,1.8527946,-5.196,0
574,-0.27972648,2.8565671,-5.23,0
575,-1.5425191,-0.9533712,-5.24,0
576,-0.29329813,5.973914,-5.26,0
577,-0.044270083,-0.69777334,-5.203,0
578,-0.3009263,2.672425,-5.317,0
579,-2.7539873,0.5446361,-5.373,0
580,-3.0096831,1.2896899,-5.461,0
581,0.59409505,2.1905491,-5.416,0
582,0.36613154,0.6689815,-5.421,0
583,0.12902486,-0.227218,-5.375,0
584,-3.1037037,-0.21143153,-5.285,0
585,0.35471368,0.54271114,-5.232,0
586,-1.2156742,1.6933696,-5.208,0
587,0.44634175,-0.2965774,-5.104,0
588,-0.27268356,0.009917963,-5.176,0
589,-0.85341537,2.165598,-5.075,0
590,-1.6213287,2.180574,-5.126,0
591,-0.16806972,5.4431148,-5.161,0
592,-1.911432,-0.96496004,-5.199,0
593,-1.1111661,1.3577386,-5.132,0
594,-1.9694178,2.6011555,-5.086,0
595,-0.81372434,1.1385434,-5.153,0
596,-1.1438775,2.9003074,-5.164,0
597,-2.7167103,0.85852784,-5.229,0
598,0.095853575,0.38724485,-5.211,0
599,-0.94692427,-0.47223496,-5.409,0
600,-0.28917488,1.4162122,-5.412,0
601,0.52504134,-0.24033105,-5.396,0
602,-0.042653233,6.278757,-5.508,0
603,1.0940441,0.6735638,-5.525,0
604,1.0364484,0.7979279,-5.451,0
605,-3.143023,-0.4024809,-5.473,0
606,-0.31920016,1.8316045,-5.446,0
607,0.031477958,4.7694755,-5.526,0
608,-1.4393524,0.74364364,-5.432,0
609,-0.7606446,2.7490602,-5.451,0
610,-1.0372208,0.4818916,-5.382,0
611,-0.04978639,6.610117,-5.485,0
612,-1.6627791,2.150784,-5.429,0
613,-1.0718119,-0.3053964,-5.447,0
614,-1.627479,1.7869424,-5.588,0
615,-0.1619106,1.3684162,-5.626,0
616,-2.3056648,1.6659044,-5.751,0
617,-0.60892,1.7230961,-5.841,1
618,-1.2853844,2.8633156,-5.913,1
619,1.8611165,1.4661843,-6.006,1
620,3.4727569,2.3356972,-6.238,1
621,3.151987,1.583867,-6.31,1
622,3.7387018,2.383314,-6.578,1
623,3.6165688,1.9286232,-6.795,1
624,4.707947,2.4310513,-7.025,1
625,4.4434485,2.709925,-7.384,1
626,4.798684,2.3856146,-7.524,1
627,4.478368,2.7877128,-7.783,1
628,4.8261404,2.3955414,-7.881,1
629,4.6208134,2.7155247,-8.168,1
630,5.0786486,2.9636083,-8.275,1
631,4.6356764,2.7289429,-8.491,1
632,5.127872,2.9959683,-8.471,1
633,4.7705116,2.758658,-8.733,1
634,5.13786,2.9165158,-8.664,1
635,4.7672844,2.7689276,-8.69,1
636,5.0921125,2.6641738,-8.662,1
637,4.762002,2.6662047,-8.704,1
638,5.066797,2.4460268,-8.56,1
639,4.919558,2.7680044,-8.684,1
640,5.058966,2.455989,-8.594,1
641,4.7463994,2.6271112,-8.541,1
642,5.0589495,2.4405963,-8.247,1
643,4.643553,2.592818,-8.296,1
