atom_id,umap1,umap2,S_avg,c_label
2323,-1.1377208,4.8048277,-5.317,0
2324,-0.4627373,4.27516,-5.287,0
2325,-2.7817173,1.1044972,-5.453,0
2326,0.33115047,3.6317909,-5.406,0
2327,0.025167841,-0.73061395,-5.396,0
2328,-1.7586473,-0.9302977,-5.296,0
2329,-1.5225954,-0.5525129,-5.271,0
2330,-2.3448594,0.11662476,-5.239,0
2331,-1.4709938,3.0609643,-5.217,0
2332,-2.5391302,0.22783874,-5.197,0
2333,-1.4387542,3.6131184,-5.163,0
2334,-2.9091985,0.57394,-5.087,0
2335,-1.3385797,0.14144374,-4.965,0
2336,0.34015083,0.9988909,-4.998,0
2337,-1.400212,0.06503721,-4.937,0
2338,0.31904888,-0.032267366,-4.887,0
2339,-2.3507473,0.35455847,-4.848,0
2340,0.011365969,3.1607606,-4.847,0
2341,-0.2967644,3.2519603,-4.887,0
2342,-0.030432384,2.831622,-4.918,0
2343,-0.21388888,2.7267773,-4.849,0
2344,-0.08602122,2.8209589,-4.928,0
2345,-0.342026,3.2829366,-4.896,0
2346,0.049494095,0.90611935,-5.105,0
2347,-1.6065117,3.9044883,-5.022,0
2348,0.004863675,6.189778,-5.046,0
2349,-1.4665176,-0.66629755,-5.225,0
2350,0.53407043,-0.084761925,-5.244,0
2351,-2.1289055,0.13654456,-5.241,0
2352,-0.77119297,-0.3091407,-5.273,0
2353,-0.45230716,-1.0000539,-5.287,0
2354,-0.6679823,-0.20147397,-5.106,0
2355,-0.38939688,2.828009,-5.075,0
2356,-1.1489384,1.7393994,-5.161,0
2357,-0.5902653,-0.50422627,-5.098,0
2358,-0.3663847,-0.5410932,-5.113,0
2359,-3.045387,1.3126793,-5.259,0
2360,-0.02732853,6.125139,-5.28,0
2361,-1.512078,4.388505,-5.247,0
2362,-0.92967117,5.226562,-5.197,0
2363,-2.6278417,0.4631515,-5.199,0
2364,-1.2366766,1.6704667,-5.217,0
2365,-0.8185574,2.7280402,-5.191,0
2366,-0.93698084,-0.7505447,-5.15,0
2367,-2.0722756,-0.24215801,-5.081,0
2368,-0.91993773,3.506264,-5.063,0
2369,-2.7243233,-0.36251417,-4.932,0
2370,-2.4043155,1.9146844,-4.916,0
2371,0.14968842,1.7193238,-5.025,0
2372,-1.6803473,-0.52633137,-5.073,0
2373,-0.71444017,-0.846678,-4.993,0
2374,-2.5660467,0.9222148,-5.053,0
2375,-1.5790342,-1.4300063,-5.064,0
2376,-0.56264293,2.9998825,-5.076,0
2377,-1.8712851,2.9361424,-5.12,0
2378,-2.0414553,1.2994787,-5.112,0
2379,-1.9110175,-1.1255614,-5.14,0
2380,-1.3679484,2.040673,-5.129,0
2381,-2.396214,-0.9908903,-5.143,0
2382,-2.3872201,-0.8588127,-5.268,0
2383,-1.3612946,1.0621009,-5.254,0
2384,-1.4972368,0.24837053,-5.126,0
2385,0.24259555,0.8198074,-5.106,0
2386,-2.819335,-0.17169678,-5.127,0
2387,-0.76716906,4.425925,-5.17,0
2388,-0.3065132,6.1660337,-5.19,0
2389,-3.1057248,0.56924826,-5.167,0
2390,-3.140011,0.71683246,-5.127,0
2391,-0.030149264,3.9261754,-5.238,0
2392,-0.95990616,-0.5794233,-5.287,0
2393,-0.4625167,-0.8504469,-5.244,0
2394,-0.30257803,5.2385855,-5.308,0
2395,-1.7541949,1.4743278,-5.372,0
2396,0.3832045,2.5794294,-5.526,0
2397,0.32968816,3.0861604,-5.464,0
2398,-1.0578774,5.021082,-5.413,0
2399,-2.3771498,-0.36027512,-5.373,0
2400,-1.0701277,2.273872,-5.415,0
2401,-2.073832,0.45352328,-4.934,0
2402,-1.0375988,2.2610397,-4.905,0
2403,-1.0068016,2.6192188,-5.016,0
2404,0.035731997,4.307015,-5.04,0
2405,-1.7664113,-0.010490088,-5.057,0
2406,-0.03179492,6.2760105,-5.091,0
2407,-1.5907003,0.77717453,-5.122,0
2408,0.100079976,5.3639207,-5.123,0
2409,-1.9691464,1.8060552,-5.291,0
2410,-0.08869585,-0.53089875,-5.173,0
2411,0.31319672,1.902818,-5.287,0
2412,0.644875,1.6148119,-5.268,0
2413,-0.3910467,5.129474,-5.183,0
2414,0.6171516,1.8362119,-5.101,0
2415,-0.3682005,-0.68696356,-5.151,0
2416,-1.9145321,-1.1247556,-5.197,0
2417,-1.6596103,-0.606248,-5.262,0
2418,-0.3662115,5.141226,-5.233,0
2419,-0.62791204,4.5696845,-5.234,0
2420,-0.43016118,-0.5835518,-5.301,0
2421,-0.11911574,6.383759,-5.216,0
2422,-0.056505743,5.320437,-5.255,0
2423,-1.795734,0.1230694,-5.255,0
2424,-0.046367414,-0.80767465,-5.288,0
2425,-0.10554348,1.2509264,-5.309,0
2426,-0.5930714,1.9345402,-5.315,0
2427,0.045233827,1.0961573,-5.343,0
2428,-1.0910313,4.3018513,-5.409,0
2429,-1.099286,1.4531779,-5.497,0
2430,-0.62013704,1.7550744,-5.491,0
2431,0.13959518,3.7530437,-5.461,0
2432,-0.5645566,-1.1684253,-5.424,0
2433,-1.6278725,1.6710606,-5.336,0
2434,-2.1794095,-0.8483138,-5.264,0
2435,-1.272677,3.1664238,-5.143,0
2436,0.1811615,1.7530438,-4.989,0
2437,-1.1166015,2.2911618,-4.951,0
2438,-0.038128268,5.6544867,-4.982,0
2439,-1.9634213,-0.35710946,-4.951,0
2440,-0.79577017,3.0651078,-5.086,0
2441,-0.15093438,0.5678499,-5.159,0
2442,-2.480095,-0.944289,-5.22,0
2443,-0.5595543,0.8202724,-5.286,0
2444,-0.7928541,3.8176749,-5.415,0
2445,0.6071895,2.9651296,-5.474,0
2446,-1.2940623,0.73127043,-5.45,0
2447,0.062001687,0.24127333,-5.436,0
2448,-0.07503806,6.4251304,-5.302,0
2449,0.6749352,2.6137843,-5.488,0
2450,0.5459943,1.2794127,-5.45,0
2451,0.41313085,3.310198,-5.497,0
2452,-0.9555821,1.7723311,-5.472,0
2453,0.48547727,1.3024601,-5.461,0
2454,-0.48724875,5.7267647,-5.445,0
2455,-0.123782426,5.7193756,-5.422,0
2456,0.096653216,1.3899567,-5.414,0
2457,-0.049378604,0.297931,-5.379,0
2458,-1.2322942,-0.16864958,-5.318,0
2459,-1.1162297,-1.1376393,-5.23,0
2460,-3.1082888,0.048568632,-5.232,0
2461,-0.38123223,5.352996,-5.223,0
2462,-2.2452476,1.5890291,-5.171,0
2463,-2.4197068,0.0028104112,-5.084,0
2464,-1.9487503,0.8473777,-5.03,0
2465,-1.6787634,0.82235235,-5.037,0
2466,-2.6224515,1.0701215,-5.167,0
2467,-1.7603452,0.60764104,-5.144,0
2468,0.15929401,1.5736932,-5.157,0
2469,-0.49455535,0.40437588,-5.087,0
2470,-2.5578241,2.2816763,-5.161,0
2471,-2.14881,2.0826552,-5.097,0
2472,-0.36210388,-0.8794507,-5.046,0
2473,-1.3959346,0.024375888,-4.977,0
2474,-0.7259042,-0.65945464,-4.919,0
2475,-0.68470967,-1.112133,-4.804,0
2476,-0.09970707,1.3029382,-4.893,0
2477,-0.32356647,-0.46897483,-4.834,0
2478,-1.1251378,1.3218633,-4.97,0
2479,-0.58753717,3.3090882,-4.95,0
2480,-1.1779419,0.49405,-5.06,0
2481,-0.47988278,1.8119739,-5.172,0
2482,-1.0171009,-0.8167762,-5.25,0
2483,0.002580067,5.3226027,-5.373,0
2484,-0.6133946,1.8170437,-5.629,0
2485,2.9611144,3.6282752,-5.775,0
2486,3.0399933,3.6314158,-5.859,1
2487,3.238472,3.8044517,-5.893,1
2488,3.1141522,3.6471078,-5.996,1
2489,3.3190997,3.5701027,-6.197,1
2490,3.2393045,3.7868714,-6.13,1
2491,3.2661412,3.5552564,-6.441,1
2492,3.2800324,3.7837431,-6.473,1
2493,1.5557542,2.4436693,-6.062,0
2494,0.7083213,3.74354,-5.962,0
2495,-2.071395,-1.1618935,-5.812,0
2496,-1.6985209,3.2269516,-5.726,0
2497,-0.006601668,4.793943,-5.424,0
2498,-1.088258,3.6647897,-5.484,0
2499,-0.3189204,-0.57137173,-5.219,0
2500,-1.1249195,-0.16260189,-5.226,0
2501,-2.8539712,-0.52111036,-5.242,0
2502,0.16223523,3.7449589,-5.287,0
2503,0.18780106,4.2482405,-5.289,0
2504,-0.092630826,0.764929,-5.235,0
2505,0.62464505,1.2731006,-5.398,0
2506,-0.45899966,-1.0017139,-5.243,0
2507,-0.6330171,4.953637,-5.268,0
2508,-0.52558815,3.5168917,-5.208,0
2509,-0.6932148,1.0535399,-5.253,0
2510,0.30825543,2.703805,-5.222,0
2511,-0.02561217,1.1288468,-5.151,0
2512,0.3708817,2.8656971,-5.029,0
2513,-0.30104408,4.5923743,-5.017,0
2514,-0.90541494,4.3431764,-5.012,0
2515,-0.18212867,3.4684272,-5.045,0
2516,-2.239814,1.2704308,-5.036,0
2517,-2.1177852,0.8822487,-5.098,0
2518,-0.3264082,0.31752115,-4.946,0
2519,-0.23398475,6.0727587,-4.919,0
2520,-2.4350877,-0.40136597,-4.934,0
2521,-0.40678707,2.0561903,-4.935,0
2522,-0.5338827,-0.66988313,-5.13,0
2523,0.0627743,3.7344794,-5.126,0
2524,-2.2676637,-0.05275414,-5.178,0
2525,-0.25784552,1.3630918,-5.244,0
2526,-2.586163,0.8937711,-5.299,0
2527,-2.7606387,1.8351994,-5.387,0
2528,-0.3809453,1.8389882,-5.551,0
2529,-2.9953575,-0.49778298,-5.733,1
2530,-0.8329479,5.266411,-5.703,1
2531,-2.4631495,2.724757,-5.831,1
2532,-0.34066468,3.4519603,-5.796,1
2533,-1.8186,3.6927564,-5.947,1
2534,2.6115882,3.1314316,-5.864,1
2535,3.0321748,3.3720186,-5.943,1
2536,1.4765921,2.6411278,-5.775,1
2537,0.6605901,4.3687596,-5.899,1
2538,0.24104017,5.4617777,-5.796,1
2539,-0.14451195,6.2631793,-6.085,1
2540,2.749606,3.1529408,-6.137,1
2541,3.8377492,3.967129,-6.287,1
2542,2.7151327,3.173101,-6.284,1
2543,2.908475,3.2762575,-6.426,1
2544,2.622398,3.0972493,-6.435,1
2545,2.8831294,3.3355548,-6.564,1
2546,2.7543793,3.2417543,-6.369,1
2547,2.8940158,3.3520713,-6.464,1
2548,1.8846625,2.5215447,-6.266,0
2549,-2.0495474,2.841497,-6.225,0
2550,-0.39117235,1.8926346,-6.0,0
2551,-0.49674213,3.9716556,-5.161,0
2552,-0.2403535,1.6847676,-5.177,0
2553,-0.07632052,3.5935888,-5.18,0
2554,0.4705346,-0.41242686,-5.204,0
2555,-0.8707469,5.1292596,-5.198,0
2556,-1.1301719,3.644544,-5.307,0
2557,-0.03965692,4.8761096,-5.258,0
2558,-1.217976,1.1719606,-5.258,0
2559,-2.532141,0.83695334,-5.254,0
2560,-1.2924206,0.31363535,-5.029,0
2561,-2.9946542,0.4740608,-5.212,0
2562,-0.07138029,2.13886,-5.216,0
2563,-2.595747,0.726614,-5.233,0
2564,-0.7376227,4.6168013,-5.118,0
2565,-1.0963501,4.7101026,-5.075,0
2566,0.08152242,4.675024,-5.004,0
2567,-0.693484,-0.9280074,-5.048,0
2568,0.5933326,0.89843446,-5.072,0
2569,-1.116878,3.8316624,-5.156,0
2570,-0.50827616,2.632654,-5.161,0
2571,-0.44192213,2.8649158,-5.225,0
2572,0.26070395,0.40202436,-5.218,0
2573,0.39878237,0.60405755,-5.224,0
2574,-1.0092523,4.680765,-5.225,0
2575,-2.5942461,-0.29064703,-5.299,0
2576,-0.69389826,1.4723744,-5.271,0
2577,-0.4788979,-0.84242547,-5.339,0
2578,-2.5024304,-0.5099725,-5.332,0
2579,-0.10322754,1.5346266,-5.291,0
2580,-3.0530796,1.2680967,-5.236,0
2581,-0.026296502,5.2717934,-5.21,0
2582,-2.152398,3.3852968,-5.136,0
2583,-1.5246671,-0.16415368,-5.135,0
2584,-2.7131774,0.3593744,-5.112,0
2585,-2.7426343,0.4432327,-5.056,0
2586,-0.84694743,-0.72365683,-5.165,0
2587,-0.014101166,0.46096176,-5.203,0
2588,-3.065711,0.459112,-5.211,0
2589,-0.9289976,5.238363,-5.273,0
2590,0.30651966,3.595729,-5.241,0
2591,-1.8230946,-0.6711209,-5.262,0
2592,-1.478915,-0.27048764,-5.29,0
2593,-0.5615775,4.9672346,-5.269,0
2594,0.74791735,0.11832059,-5.333,0
2595,-0.325143,2.6557457,-5.435,0
2596,0.87828046,0.22422309,-5.54,0
2597,-0.16484341,3.4815602,-5.359,0
2598,-2.169463,2.5318828,-5.544,0
2599,-0.17009088,1.1326852,-5.3,0
2600,-0.044634078,4.722193,-5.454,0
2601,-1.2608272,0.32316485,-5.427,0
2602,-0.18040676,1.4961102,-5.533,0
2603,0.6374322,-0.30683625,-5.779,0
2604,-0.6804567,5.4763255,-5.769,0
2605,-3.0639515,1.1279843,-5.797,0
2606,0.6834636,-0.28226024,-5.845,0
2607,0.71938515,-0.41628814,-5.941,0
2608,-2.5846055,2.5961688,-5.87,0
2609,-0.016636375,6.749176,-5.869,0
2610,0.71960044,-0.4118659,-5.825,0
2611,-1.5234423,3.9276237,-5.785,0
2612,-0.47923997,5.350477,-5.695,0
2613,-0.077077955,-0.65331525,-5.801,0
2614,0.4593876,3.3242974,-5.537,0
2615,2.7125463,2.1269865,-5.608,0
2616,-0.15216963,4.073926,-5.541,0
2617,0.19851585,4.2902484,-5.691,0
2618,-1.4139307,0.4986438,-5.817,0
2619,2.2676623,2.4591901,-5.939,0
2620,-0.73843825,4.672222,-6.165,0
2621,1.4425666,0.92930526,-6.363,1
2622,3.2039766,1.3957183,-6.454,1
2623,1.9256905,1.1900915,-6.369,1
2624,3.1145804,1.6399632,-6.506,1
2625,2.9176626,1.6787648,-6.322,1
2626,3.0204535,1.6760107,-6.251,1
2627,2.8380852,1.4308851,-6.029,1
2628,2.2436855,1.3338656,-5.854,0
2629,-1.8319476,0.91922367,-5.625,0
2630,0.3576072,-0.6399713,-5.431,0
2631,-1.5184097,0.9172098,-5.517,0
2632,-0.7200262,4.3451796,-5.526,0
2633,-1.8715115,-0.4124168,-5.553,0
2634,0.15506339,0.585396,-5.619,0
2635,-1.0745958,1.6483061,-5.676,0
2636,0.034045316,3.9314418,-5.691,0
2637,-0.32449678,3.3822443,-5.784,0
2638,-1.5245723,3.7522743,-5.805,0
2639,-2.2610161,0.371385,-5.771,0
2640,-0.6519621,4.217726,-5.776,0
2641,-3.3378844,0.3034556,-5.76,0
2642,-0.7947187,3.1959987,-5.812,0
2643,0.023906067,-0.26984212,-5.719,0
2644,0.3490826,0.933505,-5.719,0
2645,-0.6230748,4.5917873,-5.645,0
2646,0.34426016,4.2402062,-5.513,0
2647,-1.9109037,1.901551,-5.447,0
2648,0.19637282,4.7351847,-5.475,0
2649,-1.0113702,1.8281592,-5.414,0
2650,-2.796959,-0.69637644,-5.404,0
2651,-1.7316142,0.64453214,-5.382,0
2652,-2.0525467,-0.25917155,-5.454,0
2653,-0.8043179,0.83360016,-5.358,0
2654,-0.7044775,3.3863723,-5.246,0
2655,-0.7720505,-0.8726944,-5.208,0
2656,-0.74730283,0.09701516,-5.154,0
2657,-0.007838704,0.77475274,-5.186,0
2658,-1.627829,3.7064047,-5.104,0
2659,0.25742272,1.5697104,-5.17,0
2660,-2.0769491,2.575556,-5.231,0
2661,0.7309406,0.77745813,-5.244,0
2662,-2.140439,2.6102772,-5.171,0
2663,0.2404043,2.425379,-5.257,0
2664,-2.4497344,2.473682,-5.2,0
2665,-0.5615423,0.7109639,-5.235,0
2666,-1.1829526,0.38421515,-5.182,0
2667,-0.0995875,5.3445277,-5.215,0
2668,-1.7135448,2.3602414,-5.183,0
2669,-0.4954711,4.4155974,-5.19,0
2670,-1.7224991,3.5233448,-5.103,0
2671,-1.2743329,-0.8625752,-5.117,0
2672,-2.9017842,0.71560264,-5.115,0
2673,-2.2733374,0.3838464,-5.17,0
2674,-0.97488624,-0.37063095,-5.156,0
2675,-3.00577,0.44218266,-5.142,0
2676,-1.5269111,2.963009,-5.234,0
2677,-0.90214586,-0.9707084,-5.203,0
2678,-1.259877,-0.16542162,-5.161,0
2679,-1.0838426,-0.09820099,-5.173,0
2680,-0.5794529,-0.6611462,-5.128,0
2681,-1.4665425,4.259184,-5.216,0
2682,-0.5892569,5.640961,-5.217,0
2683,-0.017042583,6.7597156,-5.206,0
2684,-1.4821724,0.02010021,-5.227,0
2685,-1.0789865,1.0531282,-5.21,0
2686,-1.1903461,1.3920135,-5.292,0
2687,-0.07224563,3.1225338,-5.246,0
2688,-1.4767926,2.1798134,-5.34,0
2689,-1.1902455,3.5385032,-5.369,0
2690,0.047530618,1.2032801,-5.386,0
2691,-1.9744531,3.2565565,-5.231,0
2692,-0.46278155,2.4381447,-5.144,0
2693,0.32394296,1.3616422,-5.151,0
2694,-1.2981347,3.2821424,-5.129,0
2695,-0.3553513,3.7999854,-5.223,0
2696,-1.7066357,-1.3156793,-5.262,0
2697,0.66781664,0.40715843,-5.322,0
2698,-0.98893553,3.3241313,-5.337,0
2699,-1.3196217,3.5303128,-5.442,0
2700,0.21163993,4.2194347,-5.415,0
2701,-1.4618194,4.4773664,-5.362,0
2702,0.48190117,3.354658,-5.367,0
2703,0.45356628,2.4583776,-5.399,0
2704,0.18810195,4.139617,-5.406,0
2705,-1.947175,3.1159995,-5.431,0
2706,-0.033768885,-0.5209365,-5.455,0
2707,-0.51605326,5.0874214,-5.394,0
2708,0.021068344,1.1101958,-5.482,0
2709,-1.8613634,2.6148336,-5.504,0
2710,-1.9773648,-1.2774997,-5.511,0
2711,-1.4271765,3.876986,-5.499,0
2712,-1.143834,3.4202363,-5.618,0
2713,-1.412403,2.8558857,-5.631,0
2714,-1.3043008,2.8932116,-5.654,0
2715,2.9922793,1.2413837,-5.908,0
2716,2.9846792,1.2385846,-5.928,0
2717,-0.47826844,5.4561415,-5.703,0
2718,2.7916694,1.7152739,-5.771,0
2719,2.5777113,1.9444526,-5.659,0
2720,2.960617,1.2345139,-5.781,0
2721,2.7754579,2.144791,-5.66,0
2722,2.786737,1.6568867,-5.835,0
2723,2.6616426,1.6985012,-5.759,0
2724,-0.051521104,0.6257953,-5.785,0
2725,-0.5775207,0.8268991,-5.681,0
2726,-2.6543684,-0.7152931,-5.3,0
2727,-2.546035,-0.725131,-5.293,0
2728,0.92817014,1.2597295,-5.187,0
2729,-0.25959972,2.971625,-5.18,0
2730,-0.49791822,5.3589034,-5.044,0
2731,0.037342194,1.0970671,-4.975,0
2732,0.012624401,2.8003309,-5.044,0
2733,-0.8733657,0.87892294,-5.085,0
2734,-1.5740161,-1.4580224,-5.09,0
2735,0.57985777,-0.2926293,-5.262,0
2736,-0.3604281,5.4692254,-5.237,0
2737,-0.84982586,2.8080268,-5.252,0
2738,-1.6165833,0.54199266,-5.306,0
2739,0.53217745,-0.2334681,-5.289,0
2740,-0.15091935,5.8058248,-5.293,0
2741,-0.8587176,5.1825013,-5.269,0
2742,-2.9531403,-0.42642462,-5.261,0
2743,0.08131015,4.4865985,-5.28,0
2744,-1.8047,2.968859,-5.241,0
2745,-2.7672772,1.8143976,-5.158,0
2746,-1.5267897,-0.85579246,-5.122,0
2747,-2.1667433,0.93054223,-5.175,0
2748,-1.7407117,-0.08461784,-5.213,0
2749,-3.215304,0.75522846,-5.175,0
2750,-0.104909696,0.84736323,-5.13,0
2751,-2.0535016,3.3044724,-5.1,0
2752,0.06251126,2.8969307,-5.158,0
2753,-1.240236,1.9614322,-5.276,0
2754,0.6982081,0.77993876,-5.261,0
2755,-1.8401159,2.820272,-5.348,0
2756,-0.2745954,4.3528705,-5.44,0
2757,-2.610822,0.752592,-5.531,0
2758,-2.9758208,-0.14762214,-5.52,0
2759,-0.5348632,5.4073124,-5.5,0
2760,-0.43549845,5.9081755,-5.592,0
2761,-0.7452681,4.323571,-5.47,0
2762,-1.9020307,3.051022,-5.432,0
2763,0.6161656,0.98938465,-5.359,0
2764,-2.4892452,-0.5297042,-5.238,0
2765,-0.26807255,5.595038,-5.26,0
2766,-2.7681592,0.7664543,-5.212,0
2767,0.29823104,0.5359409,-5.261,0
2768,-0.88317263,-0.43079045,-5.182,0
2769,-2.1657703,-1.1598369,-5.122,0
2770,-0.45740488,-0.96424073,-5.084,0
2771,-0.4825352,5.0774965,-5.016,0
2772,-3.1348653,0.5874758,-5.107,0
2773,-2.421235,1.0597659,-4.946,0
2774,-0.66180426,-0.40108436,-5.06,0
2775,-1.7473819,1.4318672,-5.003,0
2776,-1.011475,1.275605,-5.069,0
2777,-0.7890399,3.710489,-5.11,0
2778,-1.2190174,4.8384566,-5.285,0
2779,-0.6564974,4.6449294,-5.394,0
2780,-0.36383563,2.9728825,-5.448,0
2781,-0.3145844,0.57309824,-5.526,0
2782,-0.04463275,3.1633952,-5.63,0
2783,0.19386688,-0.5819196,-5.699,1
2784,0.38314652,3.7738848,-5.752,0
2785,2.799569,2.0481222,-5.549,0
2786,-1.3969744,1.5133526,-5.704,0
2787,-0.33095905,4.858065,-5.664,0
2788,2.6929538,1.7251661,-5.702,0
2789,-0.5336064,0.16942528,-5.548,0
2790,1.843201,1.0608507,-5.567,0
2791,-1.4964842,-0.27755165,-5.544,0
2792,3.101216,1.3535347,-5.666,0
2793,-0.030903155,6.392337,-5.453,0
2794,-0.86564714,4.7345834,-5.155,0
2795,-2.0454948,1.480772,-5.184,0
2796,0.6185862,0.26095662,-5.21,0
2797,-0.83431965,1.7132468,-5.309,0
2798,-2.5738814,0.6403515,-5.335,0
2799,-1.231982,3.4242527,-5.285,0
2800,0.19110358,-0.8728494,-5.362,0
2801,-1.7401809,1.2552888,-5.489,0
2802,-0.9297588,2.4159062,-5.461,0
2803,0.44283015,-0.584046,-5.416,0
2804,-1.7690427,3.24577,-5.436,0
2805,-0.9100007,1.8087478,-5.259,0
2806,-0.1305461,1.6746689,-5.087,0
2807,-1.0288049,0.11120361,-5.147,0
2808,0.20748286,0.7411229,-5.158,0
2809,-1.4477842,2.324609,-5.226,0
2810,-0.23213235,-0.5307837,-5.164,0
2811,-1.5746983,2.0684698,-5.161,0
2812,0.10995011,1.661162,-5.173,0
2813,-1.7811713,0.20280729,-5.232,0
2814,-1.850369,2.7533247,-5.204,0
2815,-0.4828307,0.023552623,-5.268,0
2816,-1.3152369,1.0242906,-5.227,0
2817,-2.5334601,0.1718281,-5.223,0
2818,-0.39346686,-0.24062763,-5.249,0
2819,-2.9170878,-0.041313495,-5.247,0
2820,-0.21324503,1.7647104,-5.255,0
2821,-2.8209379,-0.095821045,-5.262,0
2822,-0.61105424,1.7837124,-5.272,0
2823,-0.8138083,4.6128325,-5.167,0
2824,-1.2054337,-0.8446965,-5.165,0
2825,-0.6880686,2.1800997,-5.224,0
2826,-1.4858294,-0.8702978,-5.279,0
2827,-1.2908735,1.1785777,-5.242,0
2828,-1.9352056,-0.17168388,-5.268,0
2829,-0.13353977,2.8278465,-5.167,0
2830,-0.83075035,0.1113719,-5.042,0
2831,-0.76869917,2.7092066,-5.232,0
2832,-0.65491617,0.584948,-5.138,0
2833,-1.6038003,1.8118725,-5.275,0
2834,-1.290147,-0.34918624,-5.31,0
2835,-0.69823617,5.0928993,-5.484,0
2836,-2.3893955,2.8798685,-5.533,0
2837,-0.2508282,5.3514695,-5.552,0
2838,-2.3835082,-0.35625303,-5.649,0
2839,-0.6074948,5.147623,-5.575,0
2840,-2.1609657,3.371095,-5.57,0
2841,-1.2449516,2.843207,-5.577,0
2842,-1.8280044,2.430368,-5.592,0
2843,0.70140475,-0.11531869,-5.437,0
2844,-0.62505007,4.804493,-5.336,0
2845,-0.28182766,5.5748086,-5.349,0
2846,-2.005574,-1.2656022,-5.282,0
2847,-1.589368,0.62954324,-5.493,0
2848,-0.5595785,-0.60547155,-5.322,0
2849,-2.0392609,2.0352228,-5.328,0
2850,-1.4873326,1.7015444,-5.334,0
2851,-0.36353233,4.0959077,-5.185,0
2852,-2.9064522,0.4925693,-5.106,0
2853,-2.3939555,-0.8466216,-5.038,0
2854,-0.09874886,2.475847,-5.184,0
2855,-0.61509365,0.50815403,-5.238,0
2856,-0.013811082,6.7042336,-5.147,0
2857,0.41660056,0.49084535,-5.144,0
2858,-3.1210628,-0.49837753,-5.05,0
2859,-0.9573938,0.9919994,-5.087,0
2860,0.52712977,0.07310933,-4.92,0
2861,-0.046427004,5.986497,-4.946,0
2862,0.31996077,0.14364508,-4.986,0
2863,-1.4612418,4.324655,-4.989,0
2864,-0.009057751,3.402117,-5.018,0
2865,-0.08550677,6.5547647,-5.059,0
2866,-0.9785872,-0.7281201,-5.081,0
2867,0.3851573,-0.49572906,-5.005,0
2868,-2.7345793,0.4102388,-5.002,0
2869,-2.1234457,3.1904974,-4.921,0
2870,-0.94474137,3.8683753,-4.906,0
2871,-0.23489295,4.4808173,-5.042,0
2872,-0.2671324,-0.59254885,-5.05,0
2873,-1.5371355,2.6874475,-5.034,0
2874,-0.7643776,1.933875,-4.987,0
2875,-0.99991226,1.9482822,-5.026,0
2876,-0.30997163,0.24413428,-4.988,0
2877,-2.584132,2.2309859,-4.987,0
2878,-0.7226427,0.8251063,-5.02,0
2879,-1.1820136,2.6311421,-4.945,0
2880,-1.5046189,0.9699167,-4.926,0
2881,-1.2447805,3.0060577,-4.904,0
2882,-1.6089598,1.320375,-5.012,0
2883,-1.132269,4.029323,-4.999,0
2884,-1.0653356,4.194435,-4.96,0
2885,-0.011636421,2.7598488,-4.944,0
2886,-1.5838355,-0.31458342,-4.974,0
2887,-1.4992628,2.2523637,-5.057,0
2888,-0.8642809,1.4337822,-5.095,0
2889,-2.3465567,0.24534613,-5.019,0
2890,-1.0721462,-1.2415404,-5.033,0
2891,-0.86478853,4.7361555,-4.994,0
2892,-1.13923,-1.1663201,-5.054,0
2893,-1.2754332,3.1425633,-5.027,0
2894,-1.5818557,-0.75683135,-5.113,0
2895,0.13068914,0.7161188,-5.14,0
2896,0.1792005,0.89564246,-5.23,0
2897,-0.6063076,3.5489705,-5.208,0
2898,-2.2546427,-0.28540888,-5.191,0
2899,0.18489964,-0.1502665,-5.302,0
2900,-2.6623173,0.3429938,-5.224,0
2901,-0.4669848,-1.2234848,-5.317,0
2902,-0.97103536,1.2223215,-5.298,0
2903,0.13584861,-0.093541555,-5.252,0
2904,-2.4158998,-1.0206602,-5.204,0
2905,-0.6860722,0.37362853,-5.234,0
2906,-1.7448317,3.093701,-5.134,0
2907,-0.01929296,1.1680707,-5.171,0
2908,-2.2578576,2.5237222,-5.212,0
2909,-0.22379401,4.211077,-5.209,0
2910,-0.52277285,3.8917952,-5.166,0
2911,0.22275919,-0.27755588,-5.167,0
2912,0.21280974,-0.3068968,-5.176,0
2913,-3.0680094,0.31088528,-5.079,0
2914,-2.1785102,0.84734666,-5.042,0
2915,-0.22466843,5.7179756,-5.087,0
2916,-3.2549853,1.0901471,-5.081,0
2917,0.247461,1.0430313,-5.125,0
2918,-0.0010898949,3.180336,-5.156,0
2919,-1.7895737,-0.46809095,-5.172,0
2920,-1.9268093,1.8358632,-5.171,0
2921,0.84533024,0.69366217,-5.111,0
2922,-1.1232172,-0.8469348,-5.089,0
2923,-2.9449549,-0.64860034,-5.127,0
2924,-0.4810406,5.6011534,-5.072,0
2925,0.053200476,3.9657137,-5.1,0
2926,-1.0311544,0.2084526,-5.011,0
2927,-1.8696557,2.9967637,-5.085,0
2928,-0.8073014,1.0043669,-5.165,0
2929,0.25608096,2.1557648,-5.164,0
2930,-2.767773,0.45557725,-5.044,0
2931,-1.6092417,1.1853099,-4.999,0
2932,-0.41405618,1.704123,-5.019,0
2933,-0.19879013,-0.64301574,-4.916,0
2934,-1.6240968,2.8716493,-4.866,0
2935,-2.672647,-0.10480388,-4.828,0
2936,-1.0057174,1.3084036,-4.787,0
2937,-0.23425882,0.6025825,-4.756,0
