row,umap1,umap2
1921,3.7262921,5.770275
1922,4.183631,0.6766827
1923,-2.0146248,2.6398766
1924,0.5758512,1.0463727
1925,-0.06933983,0.49520123
1926,-2.3192658,1.9824321
1927,1.6386749,-1.1942962
1928,-0.6151982,-0.10642525
1929,-2.9073365,2.0598638
1930,0.6506438,0.60324895
1931,2.4046602,-0.07465492
1932,3.3393075,3.6895294
1933,3.3467896,5.4681773
1934,2.4500084,3.461573
1935,3.154183,6.906127
1936,1.9756929,4.131766
1937,3.4337258,5.436183
1938,3.6191757,4.8147764
1939,5.248515,-0.004757558
1940,-3.02899,3.2337365
1941,-3.3496115,3.7674549
1942,2.8364096,-0.9320955
1943,-1.3008327,0.29389298
1944,-2.457857,0.5265248
1945,3.479766,-0.69573796
1946,3.7893472,2.7669423
1947,-12.680358,3.6361396
1948,14.270042,12.743525
1949,16.688848,4.5707445
1950,16.675297,4.525748
1951,14.42928,12.572249
1952,-12.696417,3.618092
1953,2.6981926,4.1140256
1954,1.8939116,3.4849327
1955,5.507162,0.28402016
1956,-3.5889173,2.2140427
1957,-2.0064802,0.32578877
1958,0.9775451,0.28520188
1959,-2.400035,1.9185832
1960,-2.0615838,3.7347631
1961,5.9967747,1.1719761
1962,-3.1282868,4.773698
1963,3.4708443,1.1983147
1964,-3.6125617,2.2689185
1965,-3.6741323,2.4901114
1966,3.4532146,0.20947738
1967,-2.9890573,2.5541537
1968,0.5831482,1.2177511
1969,-0.8815559,1.3173213
1970,-1.2756537,0.94413495
1971,2.988722,-0.71076447
1972,-1.6417445,0.25685427
1973,-3.6579738,2.0105438
1974,5.1550837,0.15457879
1975,2.4756253,5.319348
1976,2.0526035,6.323005
1977,1.8097334,6.3317943
1978,1.7798615,6.39555
1979,5.97625,1.2350885
1980,-1.6716182,2.5699363
1981,0.25809282,0.44264752
1982,0.059139337,-0.6916245
1983,0.03959893,-1.0593492
1984,0.5500148,-0.38738862
1985,-1.3264402,0.5201183
1986,3.3831415,0.50134647
1987,2.460856,4.5034137
1988,4.8766146,0.821264
1989,-1.595759,1.4250742
1990,-3.1007586,1.9070256
1991,2.8661413,0.08463229
1992,1.6070704,-0.6516497
1993,0.016145337,-0.27920344
1994,-1.5876265,-0.47913855
1995,0.27325588,-1.0493985
1996,1.6794202,-0.7390015
1997,4.30927,-0.3834011
1998,-2.5504541,2.6685464
1999,-2.196127,2.3285375
2000,5.429243,0.599219
2001,-2.1580882,2.106771
2002,-3.5576375,2.5602453
2003,3.2750778,0.93684757
2004,2.9641743,3.6201944
2005,3.3655422,2.9422915
2006,1.8242239,-0.9254243
2007,-2.850625,0.6501801
2008,-0.6456621,-0.02747126
2009,0.56060064,-0.59665495
2010,-2.249959,1.0943183
2011,2.1696792,-0.10938885
2012,2.3701868,3.1173809
2013,2.5046725,2.6783552
2014,2.6945975,4.502894
2015,2.524446,3.3194575
2016,4.9366045,0.91958255
2017,-3.267273,2.7798147
2018,-2.94167,4.639779
2019,4.5870776,1.4364328
2020,2.039479,3.733952
2021,2.033215,6.3998194
2022,5.253395,1.5557795
2023,-1.6280595,2.2328556
2024,-0.9443173,2.2623916
2025,-0.3422688,0.4303493
2026,-2.021997,2.3358405
2027,-0.018609839,0.95807564
2028,3.5124824,0.3066253
2029,-0.6489506,0.8780004
2030,-1.9213552,1.9117181
2031,-0.67510706,-0.14661957
2032,-0.8316,0.10384031
2033,2.80939,-0.35369864
2034,0.32988694,2.131629
2035,-1.3776248,1.3559239
2036,-1.6829795,0.18965721
2037,2.4044392,-0.80756515
2038,-2.9453685,0.58333004
2039,-3.3047357,1.1333754
2040,3.9970372,-0.85702497
2041,-1.3906015,2.1711361
2042,-2.2690172,3.9515734
2043,4.936449,0.6745606
2044,-1.6298014,4.2451353
2045,-0.05102433,2.9147925
2046,-1.162517,1.8731773
2047,-2.3755634,4.1557174
2048,6.138963,0.861173
2049,6.072957,1.0659429
2050,-1.6567998,4.196971
2051,-1.8229861,4.3562202
2052,-0.6407098,1.5359246
2053,3.4371254,4.3555584
2054,4.1673803,4.2331634
2055,3.1783319,3.9128983
2056,3.7008111,3.6819694
2057,4.0572443,0.20406081
2058,-1.8669045,0.29405487
2059,-2.5141523,0.19734456
2060,2.1159153,-0.101158485
2061,3.6342027,2.9641223
2062,3.2479353,-0.28661478
2063,-3.0764735,1.098045
2064,-2.3351102,1.0896871
2065,4.338676,-0.7053006
2066,-2.3289635,3.4169447
2067,-0.0005258521,2.222374
2068,0.56629986,0.4673186
2069,-2.4378903,2.1737673
2070,-0.11548812,2.1556065
2071,-0.15236123,2.3054252
2072,-2.0531,1.8479245
2073,-1.4407103,2.9739256
2074,5.036103,-0.06358304
2075,3.9509962,3.6726873
2076,3.7641308,2.8692424
2077,3.7199695,2.889015
2078,3.3442407,2.889724
